Gene_ID	subject_id	A_T1_Rep1	A_T1_Rep2	A_T1_Rep3	A_T1_Rep4	A_T2_Rep1	A_T2_Rep2	A_T2_Rep3	A_T2_Rep4
WUAT02019900.1	Potri.001G333200.1	9752	12246	13652	15230	14094	20964	34882	38078
WUAT02019905.1	Potri.011G080000.1	322	192	218	248	196	70	240	308
WUAT02019909.1	Potri.015G040300.2	6340	5712	6124	6440	6968	7176	7152	7836
WUAT02019910.1	Potri.001G345500.1	2	4	30	12	6	20	12	20
WUAT02019911.1	Potri.013G162600.1	86	284	6	188	268	40	130	0
WUAT02019913.1	Potri.006G060900.2	16220	16262	16632	14226	18084	11180	14798	9476
WUAT02019914.1	Potri.009G020900.1	42666	42462	41788	40170	58672	50036	54740	51648
WUAT02019918.1	Potri.001G137800.7	1126	1346	1434	1020	1202	2024	1824	1834
WUAT02019922.1	Potri.003G006300.1	200	112	88	122	116	118	20	166
WUAT02019923.1	Potri.T031036.2	55736	56634	58410	50814	45940	25278	38940	25136
WUAT02019927.1	Potri.013G143400.2	46606	33228	41270	34578	35390	37582	43238	45500
WUAT02019931.1	Potri.013G068300.1	14396	13584	14892	12096	13508	14212	20334	18950
WUAT02019932.1	Potri.009G134300.12	10038	8610	10848	7922	10890	11100	11012	11070
WUAT02019945.1	Potri.014G075100.1	24010	18122	17958	19228	29058	46320	40122	41690
WUAT02019946.1	Potri.005G254300.1	110	274	260	232	296	358	290	120
WUAT02019949.1	Potri.016G106800.1	18984	14646	20522	20688	36058	22496	39452	19400
WUAT02019961.1	Potri.006G270900.1	1822	1890	1420	1850	1548	1860	1696	2540
WUAT02019963.1	Potri.019G056800.3	29198	26418	33832	22944	28950	49916	48186	35818
WUAT02019967.1	Potri.004G106500.6	8584	6938	9988	7496	11692	21562	22700	20572
WUAT02019972.1	Potri.004G189400.2	38998	36900	37674	33052	38242	33420	43300	35846
WUAT02019973.1	Potri.016G052700.1	29478	25750	27890	27622	27270	32302	38468	40750
WUAT02019974.1	Potri.006G239100.6	4528	3400	4488	4396	2884	3504	6064	4802
WUAT02019977.1	Potri.002G109000.1	5226	5510	5056	4660	11778	12682	8362	7944
WUAT02019978.1	Potri.011G073900.2	0	0	0	6	10	2	4	2
WUAT02019986.1	Potri.009G002200.1	30896	25302	39918	33566	19236	16742	19266	27524
WUAT02019987.1	Potri.001G240400.13	5190	5750	5370	6690	7298	12180	16920	19962
WUAT02019990.1	Potri.001G314700.1	3600	2990	3624	3062	2568	2306	3326	2870
WUAT02019994.1	Potri.010G062000.1	7442	7044	8640	6882	6728	9668	8934	8060
WUAT02019996.1	Potri.019G021700.1	3234	1954	4894	3746	2794	3780	4228	3374
WUAT02020001.1	Potri.003G056400.9	23592	18386	20256	18478	17034	20518	28442	24304
WUAT02020003.1	Potri.009G078700.4	7350	5886	7250	5188	6478	8436	8796	10218
WUAT02020008.1	Potri.001G286100.1	9760	7526	7826	7184	6302	6408	7734	7508
WUAT02020009.1	Potri.014G126700.1	19346	14750	14998	17478	11846	21250	21124	20170
WUAT02020012.1	Potri.002G240800.3	21262	19186	20076	20418	35582	63806	67186	64660
WUAT02020017.1	Potri.008G191400.1	8144	6422	5910	6718	7698	4776	8516	5850
WUAT02020025.1	Potri.010G065000.2	8436	6346	6020	8108	7282	9418	8764	9358
WUAT02020026.1	Potri.013G143400.2	41614	38468	46736	38632	46820	41060	47398	49978
WUAT02020031.1	Potri.006G163301.1	1562	1224	1180	1310	1074	1080	1414	1552
WUAT02020034.1	Potri.013G138000.1	0	2	0	0	12	0	22	8
WUAT02020035.1	Potri.010G052500.1	4602	4324	5212	5574	7676	5208	4490	6492
WUAT02020039.1	Potri.001G174500.5	8620	5880	6716	6894	8442	9808	11768	8766
WUAT02020041.1	Potri.007G061781.1	36502	23504	25626	27320	24308	24218	37060	28276
WUAT02020044.1	Potri.004G125150.1	5444	4624	4440	5144	5516	7862	11022	10930
WUAT02020046.1	Potri.013G133550.2	10	24	14	6	38	6	36	28
WUAT02020047.1	Potri.007G061861.1	20	18	8	14	26	62	44	76
WUAT02020049.1	Potri.014G148700.9	2708	2884	3910	3072	2834	5436	4440	4510
WUAT02020052.1	Potri.008G043000.1	4846	3462	4414	4432	3908	5002	7414	5822
WUAT02020053.1	Potri.001G089800.2	38508	30564	35950	37130	42176	52440	56952	55088
WUAT02020060.1	Potri.009G012400.2	500	352	250	844	546	422	774	238
WUAT02020062.1	Potri.006G256300.3	20544	16548	15934	17014	17348	30220	32180	35942
WUAT02020064.1	Potri.006G111200.4	14656	15574	13850	15844	15302	12624	14200	12090
WUAT02020066.1	Potri.014G135590.1	80508	64528	75368	90604	93860	89472	113386	93876
WUAT02020067.1	Potri.013G142336.1	64400	36942	165136	116122	147080	122156	151494	142554
WUAT02020070.1	Potri.010G249800.7	1534	1848	1532	1236	1838	1862	2348	1952
WUAT02020071.1	Potri.012G090600.3	294	412	590	824	1124	1362	1582	1356
WUAT02020076.1	Potri.012G060200.1	5116	3650	4642	4210	3812	3242	4794	4054
WUAT02020080.1	Potri.001G106100.1	27556	27468	31104	26812	25246	20866	23612	22516
WUAT02020083.1	Potri.019G028400.1	0	0	2	2	0	2	2	0
WUAT02020089.1	Potri.004G224400.1	29272	23526	24976	21476	19730	25856	30964	28474
WUAT02020092.1	Potri.001G222700.1	3344	3344	2632	3782	2858	3284	5104	3914
WUAT02020093.1	Potri.006G244400.1	7462	4630	4068	5714	4964	7014	8694	7002
WUAT02020094.1	Potri.011G074901.1	10754	8090	9456	7384	8380	7598	10112	8776
WUAT02020098.1	Potri.013G143400.2	2230	1478	2308	2614	1980	3912	3442	2458
WUAT02020099.1	Potri.009G054600.1	19594	10550	12080	12182	17276	23178	20310	28424
WUAT02020102.1	Potri.017G057400.3	3324	2812	2964	2962	4148	3628	3492	7896
WUAT02020104.1	Potri.013G133550.2	27642	36470	18682	21296	19736	7868	6720	6492
WUAT02020109.1	Potri.005G004900.3	93798	55512	72788	56090	105014	38002	75414	52574
WUAT02020111.1	Potri.004G101250.3	17928	15222	15260	19218	11894	19112	22364	24114
WUAT02020114.1	Potri.012G031250.1	6650	5418	7058	5562	4920	3648	4440	3910
WUAT02020115.1	Potri.007G114800.3	0	0	4	6	2	24	0	4
WUAT02020117.1	Potri.001G203700.1	2768	2136	2398	1000	7012	10772	12514	8730
WUAT02020125.1	Potri.015G134700.1	49676	32294	43502	33734	37242	30576	49524	39030
WUAT02020129.1	Potri.005G072200.4	10426	9872	10532	3812	9162	14708	8776	10172
WUAT02020130.1	Potri.006G066300.3	194	280	148	290	230	164	248	154
WUAT02020133.1	Potri.004G204400.1	21032	18632	19812	17450	20476	17942	21098	20044
WUAT02020134.1	Potri.014G185948.1	634228	93784	244072	144010	265420	186234	155946	173732
WUAT02020136.1	Potri.005G247900.4	10428	8134	9466	9790	9866	12242	17476	15522
WUAT02020138.1	Potri.001G145700.3	426	180	216	248	214	262	410	350
WUAT02020139.1	Potri.006G052800.2	72448	32790	27272	16130	40796	25972	19496	17442
WUAT02020143.1	Potri.018G076500.5	2030	1448	1124	1150	2346	1734	2144	1570
WUAT02020150.1	Potri.005G047600.1	8020	6418	7092	6938	10006	9882	12698	12222
WUAT02020152.1	Potri.001G441040.1	8646	7612	6254	7688	8902	15116	11894	12198
WUAT02020156.1	Potri.006G171500.2	9168	6360	7284	7790	5718	6188	9854	7218
WUAT02020157.1	Potri.002G011800.1	560	228	1270	740	658	318	272	382
WUAT02020165.1	Potri.013G136466.1	2294	2206	1488	1844	2898	2146	2614	1508
WUAT02020166.1	Potri.013G138000.1	15052	12656	14064	12744	12322	11128	16742	14884
WUAT02020170.1	Potri.002G016100.1	918	762	1936	2434	1066	1748	1420	1820
WUAT02020171.1	Potri.003G038900.1	72828	45476	53120	49590	53420	65980	73034	52596
WUAT02020174.1	Potri.001G156600.12	6944	5884	4374	7154	7068	6704	11366	7260
WUAT02020176.1	Potri.001G375600.1	8	6	16	6	10	32	2	0
WUAT02020178.1	Potri.007G007400.4	4394	7546	7700	6796	5372	1256	4906	3506
WUAT02020179.1	Potri.016G002800.6	17822	12046	8368	11808	7084	35456	52810	14372
WUAT02020183.1	Potri.002G236800.2	5488	1716	2706	4860	4314	6004	11630	9326
WUAT02020185.1	Potri.001G317500.3	3418	2226	3116	2354	2256	2378	1838	2344
WUAT02020198.1	Potri.008G221801.2	8	2	8	16	4	16	20	8
WUAT02020206.1	Potri.013G163300.1	5790	4288	3560	5418	3032	3458	4184	4352
WUAT02020210.1	Potri.011G074150.1	3682	2786	3596	3464	3012	4516	4968	4848
WUAT02020216.1	Potri.006G272900.2	10120	8944	8578	9284	10806	7210	9462	9512
WUAT02020224.1	Potri.005G124000.2	38062	32152	32954	29650	27022	29978	38716	33194
WUAT02020225.1	Potri.007G062142.1	20304	14482	16758	15784	15096	15542	19956	16048
WUAT02020233.1	Potri.015G082283.2	99120	85272	87712	83890	72836	79502	115520	89374
WUAT02020237.1	Potri.017G084900.7	4982	1794	1496	3772	10094	12578	14212	8522
WUAT02020239.1	Potri.013G142232.5	24	6	14	4	20	0	12	2
WUAT02020241.1	Potri.007G055300.1	138	198	232	194	630	446	254	312
WUAT02020242.1	Potri.010G136800.1	62212	48996	90790	58218	38798	45740	61744	68074
WUAT02020244.1	Potri.013G162600.1	12	0	28	12	6	10	26	30
WUAT02020246.1	Potri.010G210900.1	1338	484	594	700	622	256	740	824
WUAT02020252.1	Potri.011G125651.1	640	1302	1016	490	5030	13916	2866	5038
WUAT02020256.1	Potri.005G260100.1	5888	7254	6022	6140	6792	9656	9366	6882
WUAT02020257.1	Potri.014G185804.1	4264	2524	1964	2792	7972	10080	12908	9484
WUAT02020260.1	Potri.011G153700.2	1302	1070	1034	1062	790	3078	4616	10584
WUAT02020261.1	Potri.002G140800.2	8680	6398	7134	7192	7800	10504	12786	12802
WUAT02020264.1	Potri.001G312800.7	6308	5688	6088	5424	6678	7576	9058	7044
WUAT02020265.1	Potri.005G207300.1	23136	14690	21302	17298	15296	12300	16048	12764
WUAT02020266.1	Potri.008G028800.3	14188	10852	12946	9530	10890	14182	16450	16304
WUAT02020269.1	Potri.013G013000.5	11976	6264	9936	8668	9962	14958	10666	11676
WUAT02020283.1	Potri.013G079600.2	196	210	198	162	196	236	292	352
WUAT02020287.1	Potri.013G143400.2	6394	5524	5470	5068	5418	6076	7638	6848
WUAT02020291.1	Potri.002G149300.1	98	12	138	78	108	58	434	136
WUAT02020292.1	Potri.009G038200.2	21518	4902	1878	5762	12454	594	824	1008
WUAT02020293.1	Potri.010G000301.1	54	26	20	34	34	40	32	28
WUAT02020300.1	Potri.002G234201.1	15092	10192	10194	8772	18802	10742	19464	10880
WUAT02020306.1	Potri.017G069150.1	19346	14784	15900	15432	19616	29118	30676	24466
WUAT02020308.1	Potri.008G058000.2	94	190	494	290	312	208	248	48
WUAT02020311.1	Potri.001G312800.9	5272	2864	4986	3504	2326	1174	908	762
WUAT02020313.1	Potri.008G025000.1	3286	3116	2574	3258	3620	5100	5324	5656
WUAT02020314.1	Potri.013G051700.1	40982	29906	40654	26296	24772	17072	34656	25650
WUAT02020319.1	Potri.007G085900.1	8248	7814	8358	8080	10346	11232	11170	12622
WUAT02020323.1	Potri.018G145600.4	16188	18542	19758	17906	26124	28776	29114	36664
WUAT02020327.1	Potri.001G312800.7	828	910	846	524	406	662	672	284
WUAT02020329.1	Potri.007G061861.1	4	2	14	4	2	0	2	2
WUAT02020332.1	Potri.013G099700.3	27326	19776	23986	23312	27680	31852	40358	29826
WUAT02020335.1	Potri.013G006400.1	22	0	4	0	4	0	2	0
WUAT02020336.1	Potri.001G470900.1	1562	1094	1482	1086	1174	1144	1816	1814
WUAT02020341.1	Potri.019G057200.1	15000	12382	14130	12438	12906	11698	15880	13178
WUAT02020342.1	Potri.002G056500.1	21648	15454	21844	18708	33168	49286	53024	58792
WUAT02020343.1	Potri.014G082900.1	2108	1974	2766	1754	2370	1764	3108	1556
WUAT02020344.1	Potri.012G035400.2	10138	8978	7960	14234	12336	7610	10762	4926
WUAT02020345.1	Potri.006G139500.1	18434	15702	22680	20436	22002	16344	17186	16118
WUAT02020346.1	Potri.003G176000.3	22566	18522	19424	13270	13082	39196	33482	25684
WUAT02020347.1	Potri.013G138000.1	20	14	18	4	0	22	12	4
WUAT02020350.1	Potri.013G143400.2	568	448	770	520	790	514	600	648
WUAT02020351.1	Potri.008G036500.1	7314	6860	7858	6690	8764	7702	7824	7692
WUAT02020354.1	Potri.017G001200.2	4526	3952	5182	4986	3558	3094	2780	3926
WUAT02020357.1	Potri.013G058700.1	3788	2378	2144	3664	4278	3752	2366	3026
WUAT02020359.1	Potri.008G005200.2	42332	29570	42562	40198	32166	40878	48122	54620
WUAT02020361.1	Potri.010G044900.3	15956	13198	13532	15036	20324	26074	23720	23438
WUAT02020364.1	Potri.005G147300.2	24462	17618	19412	18022	30754	49504	34330	50134
WUAT02020368.1	Potri.011G150600.2	62250	47258	52468	50410	53610	54324	71220	66456
WUAT02020373.1	Potri.001G065800.8	10088	9690	13472	10798	9504	4714	7900	6406
WUAT02020375.1	Potri.009G088900.3	38342	29302	29864	32124	31528	39038	51134	37174
WUAT02020382.1	Potri.011G074067.1	328	268	316	220	162	132	298	390
WUAT02020386.1	Potri.009G159800.1	3900	3268	4618	3692	4870	3146	3194	1746
WUAT02020391.1	Potri.005G124400.1	386	186	532	404	2202	586	508	488
WUAT02020396.1	Potri.015G089300.1	35284	37356	39634	22708	42140	41906	45538	38346
WUAT02020399.1	Potri.002G090300.1	13698	14254	16190	13460	13134	12422	14920	14230
WUAT02020403.1	Potri.002G164601.1	116	112	78	100	134	154	194	140
WUAT02020404.1	Potri.013G127300.6	6400	4256	4016	7834	4014	2066	3464	3384
WUAT02020407.1	Potri.014G070300.1	10578	8884	11366	9062	11942	11938	12180	14338
WUAT02020413.1	Potri.010G255600.11	28950	28886	27120	28206	33278	38112	46788	45344
WUAT02020416.1	Potri.013G143400.2	68	4	2	2	60	0	2	48
WUAT02020418.1	Potri.002G214500.3	28432	8746	7508	12758	16624	33500	43140	42580
WUAT02020421.1	Potri.008G182700.4	11738	10296	13228	11002	12204	7024	8866	8362
WUAT02020426.1	Potri.013G139112.2	7652	5896	5750	7986	8160	7514	8534	5654
WUAT02020427.1	Potri.009G025300.1	9800	7066	8868	7822	6474	10680	9744	8640
WUAT02020431.1	Potri.004G211200.7	20718	16898	22010	20808	21698	20746	26552	24400
WUAT02020436.1	Potri.014G044900.5	18498	13346	16112	20112	22432	11270	10408	10282
WUAT02020449.1	Potri.002G092600.1	51772	54658	49014	51178	41026	16662	28522	25868
WUAT02020451.1	Potri.011G073900.2	392	252	366	208	214	278	288	306
WUAT02020452.1	Potri.019G130700.1	264190	236486	349964	235500	340258	88910	88600	60348
WUAT02020453.1	Potri.014G146200.7	33770	35444	24470	36746	22666	104282	105920	100738
WUAT02020454.1	Potri.011G021800.1	3278	3016	2976	2326	3492	3706	4508	3636
WUAT02020458.1	Potri.013G133550.2	48112	35740	46320	34540	35714	53624	58474	65056
WUAT02020459.1	Potri.004G125150.1	7342	2984	5616	4878	2530	3018	4190	5194
WUAT02020462.1	Potri.T124301.1	3024	1990	2140	2228	3424	4678	4290	5206
WUAT02020463.1	Potri.013G143400.2	4994	4302	3612	3720	5514	5464	8498	9364
WUAT02020467.1	Potri.004G174400.1	29862	20360	24042	19708	27454	33814	36896	36142
WUAT02020472.1	Potri.009G047500.5	12270	10454	10664	12188	11944	13414	15714	11720
WUAT02020473.1	Potri.013G116800.1	27570	21990	22592	25378	16904	18134	27450	18690
WUAT02020474.1	Potri.001G411100.1	1366	276	960	864	960	256	64	358
WUAT02020481.1	Potri.002G031550.1	79612	55300	71606	60204	62498	70556	84080	83712
WUAT02020485.1	Potri.013G142760.3	37322	25548	36450	28948	33284	34526	46432	29842
WUAT02020487.1	Potri.012G031250.1	12	116	26	26	38	16	28	28
WUAT02020489.1	Potri.001G226900.1	8308	3236	5544	5166	4710	6528	7820	5968
WUAT02020491.1	Potri.008G127400.11	560	676	526	416	894	918	1280	962
WUAT02020499.1	Potri.006G207300.1	5484	4232	3838	4622	4874	4840	6700	4956
WUAT02020502.1	Potri.012G043300.9	35642	21108	21912	21420	40526	35880	38330	35932
WUAT02020503.1	Potri.013G136466.1	2210	1960	2802	1724	2242	1050	3180	1254
WUAT02020504.1	Potri.012G045300.6	8256	9000	7802	8204	8338	10050	12304	8528
WUAT02020509.1	Potri.004G150300.1	1314	1716	1662	1052	1036	1836	1614	2342
WUAT02020510.1	Potri.013G133550.2	12450	10790	10560	9186	7620	10098	7842	10272
WUAT02020512.1	Potri.016G014000.1	8024	3976	4504	3984	4562	11226	2928	4496
WUAT02020516.1	Potri.001G312800.9	9820	7806	7998	6030	19558	37984	34618	28160
WUAT02020521.1	Potri.012G017200.1	43964	33298	37292	40814	41056	41890	47138	47090
WUAT02020522.1	Potri.008G134200.1	5568	5802	4892	4672	3952	6266	8112	5600
WUAT02020524.1	Potri.013G148600.1	902	1118	1052	706	1284	278	746	710
WUAT02020534.1	Potri.009G073800.2	10692	7800	8772	9170	8312	14004	14182	15104
WUAT02020539.1	Potri.003G078500.3	9970	6340	5844	8212	5258	8026	8786	9646
WUAT02020540.1	Potri.011G075051.1	0	0	76	2	50	70	14	78
WUAT02020545.1	Potri.010G005400.6	10208	7596	7608	8238	6556	8768	12002	10034
WUAT02020546.1	Potri.007G015400.2	26	60	64	8	30	110	4	60
WUAT02020552.1	Potri.013G140260.3	2906	2690	3652	2414	2976	3422	3860	3566
WUAT02020556.1	Potri.005G090700.1	20090	15598	24554	12298	37948	40664	40386	61164
WUAT02020559.1	Potri.011G075200.2	22	16	44	48	46	198	166	214
WUAT02020561.1	Potri.019G092300.1	998	1144	1218	1030	626	216	250	208
WUAT02020562.1	Potri.015G115701.2	3548	2376	3070	3278	3902	6836	4784	5824
WUAT02020566.1	Potri.001G391100.1	55654	47128	54252	49758	61604	114528	136342	144034
WUAT02020569.1	Potri.013G077900.10	12004	11480	9418	11578	13986	17240	22746	19976
WUAT02020571.1	Potri.003G131200.1	27628	25228	24144	26140	19802	25452	32024	26346
WUAT02020575.1	Potri.013G142124.1	9082	7720	9806	9142	10720	12222	14860	11846
WUAT02020580.1	Potri.009G058100.1	7396	6446	6576	5672	5516	5446	5340	6662
WUAT02020582.1	Potri.012G059300.5	14890	12470	11976	13156	15788	17808	19214	21922
WUAT02020584.1	Potri.012G031250.1	11830	10216	10920	12356	15162	13310	21546	17308
WUAT02020585.1	Potri.004G235900.3	366	194	192	434	752	522	574	590
WUAT02020593.1	Potri.001G123800.1	25958	16260	16244	20150	19456	34724	33712	34696
WUAT02020598.1	Potri.010G000301.1	812	1276	466	920	620	632	482	538
WUAT02020599.1	Potri.002G156000.6	43088	13800	15276	13092	15142	24876	19030	18872
WUAT02020601.1	Potri.013G092500.1	0	26	0	10	16	0	28	6
WUAT02020602.1	Potri.014G185948.1	46800	38934	49348	45788	67794	40354	35996	31100
WUAT02020603.1	Potri.014G112400.8	27394	23654	30878	24588	27064	25810	26736	23270
WUAT02020606.1	Potri.002G057800.1	7562	6008	7332	6408	5846	5242	5974	5694
WUAT02020611.1	Potri.019G069200.3	28718	27142	19966	33150	25980	27884	30754	29422
WUAT02020612.1	Potri.009G162300.1	174	334	72	122	568	200	420	1148
WUAT02020616.1	Potri.010G031900.1	12770	10028	10070	9314	8924	17988	28652	23964
WUAT02020617.1	Potri.007G094500.1	14356	13770	8126	12554	12860	12740	22260	19482
WUAT02020619.1	Potri.006G102500.1	44410	52242	68094	33876	74846	24016	41050	30458
WUAT02020620.1	Potri.017G050500.1	38652	30006	34102	29864	30976	32486	36370	37452
WUAT02020624.1	Potri.009G153600.2	15714	14482	12734	14724	7980	11290	21480	14266
WUAT02020625.1	Potri.001G459200.1	1874	1130	1102	1472	2068	3830	4908	2864
WUAT02020628.1	Potri.005G225700.1	436	294	242	46	414	64	418	502
WUAT02020632.1	Potri.T108626.2	482	458	316	284	244	258	546	456
WUAT02020633.1	Potri.014G056400.1	27598	28556	21544	16998	35960	21804	26052	22548
WUAT02020634.1	Potri.007G056200.1	28010	21548	22694	22454	22922	27008	33272	29772
WUAT02020635.1	Potri.007G128800.1	5206	3620	3870	5932	4256	4808	7246	7730
WUAT02020638.1	Potri.006G272700.3	3264	2974	3588	3310	2968	2334	3520	2008
WUAT02020640.1	Potri.001G075500.1	1042	668	694	706	418	462	926	826
WUAT02020641.1	Potri.013G139112.2	12	4	2	18	10	16	6	12
WUAT02020642.1	Potri.005G154836.1	62	58	84	90	94	40	50	62
WUAT02020643.1	Potri.007G020100.1	798	1864	598	616	3328	2448	1516	3020
WUAT02020647.1	Potri.010G060500.1	26652	31030	15162	18906	12690	45860	22206	22432
WUAT02020648.1	Potri.018G084900.1	29660	18704	20644	20910	26766	41772	38108	47176
WUAT02020649.1	Potri.005G249200.1	458	4	30	32	28	40	66	50
WUAT02020653.1	Potri.011G129350.2	16442	18038	32498	16190	24820	89282	101956	105486
WUAT02020656.1	Potri.002G146500.1	120102	123924	134876	104982	149790	100970	103768	98624
WUAT02020657.1	Potri.002G006200.1	15686	9628	10474	10770	18258	4020	6616	4412
WUAT02020660.1	Potri.004G184800.2	23406	21892	23824	22254	24894	23994	27386	27364
WUAT02020661.1	Potri.012G031250.1	5468	4924	6170	4912	6174	8188	10658	8708
WUAT02020662.1	Potri.010G178600.2	514	466	378	886	1260	906	298	1996
WUAT02020665.1	Potri.012G031250.1	26826	34250	33170	26606	28358	30452	31226	30216
WUAT02020666.1	Potri.006G244400.1	10008	6202	5326	6840	6568	7316	10116	7984
WUAT02020670.1	Potri.T108626.2	18718	21372	26040	21996	21220	21084	24602	24044
WUAT02020671.1	Potri.003G184000.1	2	2	80	140	78	126	4	164
WUAT02020678.1	Potri.010G099400.3	1570	1682	2622	2092	1664	1676	1692	1336
WUAT02020683.1	Potri.005G197200.1	4982	4892	4170	6052	7288	5616	8418	9572
WUAT02020688.1	Potri.015G145300.2	31362	27322	26388	35414	28766	24266	45630	31868
WUAT02020689.1	Potri.003G162000.1	15766	14102	33102	24998	16296	974	2412	2952
WUAT02020690.1	Potri.001G138500.2	8456	6300	8376	7260	8892	17126	8378	7294
WUAT02020692.1	Potri.007G098600.2	20218	16946	20416	24004	54398	38376	60686	54262
WUAT02020696.1	Potri.013G140850.2	38	42	22	730	350	566	252	298
WUAT02020698.1	Potri.001G352300.4	43900	36096	43966	36424	29878	39650	41620	48618
WUAT02020701.1	Potri.010G216100.4	35784	35590	34240	35008	41204	62548	57678	61322
WUAT02020706.1	Potri.014G095400.1	912	678	520	1210	1010	1280	704	738
WUAT02020707.1	Potri.013G136466.1	918	406	254	932	686	648	662	1056
WUAT02020708.1	Potri.007G062242.3	10146	15286	15208	17492	22050	20694	21512	22492
WUAT02020710.1	Potri.013G139670.1	11236	18482	12106	15334	12046	30034	35162	31214
WUAT02020716.1	Potri.010G192200.1	29670	22836	24778	23548	18352	19338	21598	20402
WUAT02020719.1	Potri.013G142124.1	84644	68308	73206	71714	95556	132878	146512	183696
WUAT02020720.1	Potri.001G138500.2	15928	15056	16622	13112	13892	15090	18954	14578
WUAT02020723.1	Potri.006G164050.1	300094	322154	224270	182200	167394	141492	117690	136266
WUAT02020725.1	Potri.013G141700.2	1650	930	1372	1216	8412	4790	5542	4030
WUAT02020728.1	Potri.005G224900.4	37032	35114	32188	31620	40376	41636	48378	48520
WUAT02020733.1	Potri.003G079200.1	21804	14380	19048	14634	25806	28166	34432	20684
WUAT02020737.1	Potri.013G143400.2	7750	6928	8796	7578	6360	8110	8282	4944
WUAT02020738.1	Potri.007G132000.1	10292	13524	15450	12356	6600	5690	7796	5652
WUAT02020739.1	Potri.012G034000.1	8592	6906	9396	8118	7684	7400	10720	7072
WUAT02020742.1	Potri.010G052500.1	58534	60478	49820	51590	42212	49176	83956	56628
WUAT02020743.1	Potri.013G140260.3	1862	1116	1638	1282	1840	2464	2538	3200
WUAT02020746.1	Potri.010G043200.8	30490	30094	30370	32768	35798	17190	26096	25694
WUAT02020750.1	Potri.001G265600.4	44128	38032	34884	38204	35682	46010	53764	40248
WUAT02020751.1	Potri.003G077600.20	71280	65120	62504	59552	84158	103098	120822	114390
