Gene_ID	subject_id	E_T1_Rep1	E_T1_Rep2	E_T1_Rep3	E_T1_Rep4	E_T2_Rep1	E_T2_Rep2	E_T2_Rep3	E_T2_Rep4
WUAT02022447.1	Potri.005G045600.12	47800	57940	50460	43246	37088	62416	74462	49638
WUAT02022451.1	Potri.013G142760.3	2128	822	652	812	2840	5074	2118	1506
WUAT02022452.1	Potri.012G058400.2	460	1096	450	308	562	748	1190	446
WUAT02022453.1	Potri.006G052200.2	7118	5064	7210	6498	9638	11416	8808	8928
WUAT02022456.1	Potri.011G094100.15	109948	116114	113882	121138	115664	110982	123326	128058
WUAT02022460.1	Potri.013G162200.1	928	1070	1124	960	1050	1670	1214	846
WUAT02022463.1	Potri.003G074200.9	8434	5954	8584	7174	7062	9794	9354	8302
WUAT02022465.1	Potri.005G194600.1	38364	36876	36376	32362	30744	35288	53788	38584
WUAT02022466.1	Potri.017G135400.1	3828	2942	2344	2896	2646	4312	2808	3884
WUAT02022467.1	Potri.009G024100.12	21612	16880	20798	18980	18908	20674	21874	24302
WUAT02022469.1	Potri.003G213200.1	67352	52092	52606	61078	49228	35732	49936	69934
WUAT02022474.1	Potri.014G144800.2	30988	19426	21742	29900	27000	31970	27028	25660
WUAT02022475.1	Potri.012G031250.1	41754	31994	26986	19262	25642	6930	22538	43974
WUAT02022483.1	Potri.006G044400.1	40102	26678	34970	27338	29054	24124	33058	35330
WUAT02022488.1	Potri.011G074100.1	19756	17686	20908	18162	18354	24490	22262	22030
WUAT02022492.1	Potri.012G031250.1	4798	1468	2218	1580	6822	3030	3142	2030
WUAT02022494.1	Potri.016G094300.2	1346	1696	2076	1364	2700	6708	3694	2592
WUAT02022496.1	Potri.010G173100.12	13072	11730	12730	10790	12264	11908	12430	14194
WUAT02022501.1	Potri.008G039500.1	14858	11912	14342	12090	12862	13080	16162	14958
WUAT02022510.1	Potri.012G094600.9	36988	32398	36904	29232	75074	69120	77158	49114
WUAT02022512.1	Potri.013G143400.2	32642	11604	21592	18698	24526	2060	8332	28140
WUAT02022517.1	Potri.010G092800.1	12	20	8	8	2	8	16	4
WUAT02022519.1	Potri.005G040100.3	35084	28990	33288	25890	35104	36136	44946	38328
WUAT02022521.1	Potri.007G109000.5	4	12	0	2	2	4	0	0
WUAT02022528.1	Potri.007G013300.1	18058	17566	27050	20166	15674	10100	20152	24936
WUAT02022533.1	Potri.013G142232.5	864	1318	1502	962	1464	4256	2976	1154
WUAT02022534.1	Potri.012G110800.1	4150	2670	3312	2522	3022	1510	3350	3714
WUAT02022538.1	Potri.013G142232.6	13194	7866	9966	7846	11366	12138	17608	18046
WUAT02022540.1	Potri.001G440200.1	190	112	224	212	178	36	322	214
WUAT02022542.1	Potri.007G071600.7	3358	2226	2714	1914	2492	4376	2926	3130
WUAT02022543.1	Potri.013G133550.2	4942	7302	6818	5080	7864	16494	10226	8442
WUAT02022544.1	Potri.003G078800.2	6	6	6	2	0	6	2	2
WUAT02022546.1	Potri.014G160700.3	21328	18684	18530	17746	17872	17180	18964	24814
WUAT02022547.1	Potri.015G057600.3	51732	48946	51314	50256	43402	40868	57508	52502
WUAT02022548.1	Potri.002G036500.1	87902	54686	70286	59830	77212	52494	80700	89052
WUAT02022550.1	Potri.007G058500.1	3830	2744	3394	3150	3704	4464	4472	4160
WUAT02022551.1	Potri.016G024900.3	1162	980	762	1086	890	750	1146	784
WUAT02022553.1	Potri.015G038800.1	5250	4218	6412	4978	5516	2486	4370	5454
WUAT02022555.1	Potri.005G251000.2	28192	17772	27276	14852	21358	20492	25544	23190
WUAT02022556.1	Potri.013G140850.2	126	134	18	48	132	62	84	60
WUAT02022562.1	Potri.001G006200.1	372	460	488	450	850	714	412	500
WUAT02022564.1	Potri.014G084500.3	37314	42280	40518	40878	43766	64586	49664	42612
WUAT02022572.1	Potri.017G056700.3	8774	8562	11944	8520	9922	11236	15932	15646
WUAT02022577.1	Potri.006G184500.2	114520	103912	84002	91320	103618	107330	138586	104162
WUAT02022578.1	Potri.003G201200.4	180	88	154	80	486	988	156	196
WUAT02022579.1	Potri.017G001200.2	86	56	54	64	48	58	74	46
WUAT02022583.1	Potri.009G058100.1	5942	5386	6380	5206	6088	6464	6332	6770
WUAT02022586.1	Potri.013G142232.6	5708	3874	4936	4958	4924	3788	3714	4116
WUAT02022587.1	Potri.010G218600.4	103142	97776	93888	65850	115774	164210	133460	110610
WUAT02022591.1	Potri.006G253800.1	8492	6928	9328	7146	8616	4262	7306	8318
WUAT02022593.1	Potri.002G177100.6	6786	4506	4894	5282	5518	5534	5048	5540
WUAT02022595.1	Potri.006G131400.10	28028	16924	16164	35090	21072	2504	10332	21070
WUAT02022600.1	Potri.009G077800.2	19058	14842	17120	12412	12580	13494	18748	32892
WUAT02022603.1	Potri.013G162000.1	14	10	14	28	38	14	4	20
WUAT02022606.1	Potri.016G086600.1	14460	11376	13444	13150	12892	14688	13720	12046
WUAT02022607.1	Potri.004G143700.1	17862	17362	18232	15964	14924	18308	14082	15178
WUAT02022612.1	Potri.003G217700.1	4992	3782	4264	4304	5756	2956	3806	4950
WUAT02022618.1	Potri.013G141700.2	81002	46666	104932	45976	131854	113708	457294	174714
WUAT02022622.1	Potri.016G119700.1	51988	44008	52770	35224	46566	34698	70766	56294
WUAT02022623.1	Potri.001G200400.3	14056	11898	10834	4670	8572	5468	25962	12224
WUAT02022631.1	Potri.001G250700.1	13950	13950	19442	11676	13370	34504	27810	15788
WUAT02022632.1	Potri.002G151400.3	18586	13054	17122	18496	20240	8320	12964	18890
WUAT02022636.1	Potri.006G196566.1	1824	1908	1494	2002	2546	922	1592	2068
WUAT02022645.1	Potri.007G015400.2	8974	5964	7540	6026	9710	9292	12102	10642
WUAT02022646.1	Potri.006G213900.1	2846	2316	2064	2440	2542	2510	2768	3520
WUAT02022654.1	Potri.015G117600.2	63540	84280	70028	54718	60490	90508	58618	52576
WUAT02022658.1	Potri.004G153100.1	2522	2242	2196	1736	2172	2712	2820	2788
WUAT02022659.1	Potri.011G075051.1	1526	1128	1980	1464	1304	730	1984	1470
WUAT02022660.1	Potri.013G140260.3	5884	4032	7656	4396	5862	6548	8482	5986
WUAT02022663.1	Potri.001G180200.1	13214	9590	13130	9862	11566	6296	13762	13858
WUAT02022664.1	Potri.001G442600.11	10588	10330	14232	8986	26270	21042	8894	10952
WUAT02022667.1	Potri.012G113500.1	21340	16778	21926	15884	26090	13148	21368	13408
WUAT02022668.1	Potri.015G080600.1	17570	13760	12476	17774	15034	18732	14814	16006
WUAT02022672.1	Potri.016G069100.1	1262	2110	1402	1486	3868	3298	926	2312
WUAT02022674.1	Potri.013G083000.1	11580	8528	11002	11774	9440	12790	12894	10168
WUAT02022675.1	Potri.007G061781.1	250	98	144	58	110	248	66	62
WUAT02022682.1	Potri.001G296700.2	360	262	306	216	286	180	280	320
WUAT02022685.1	Potri.006G148600.2	3832	3232	2282	4018	3398	5438	3442	5690
WUAT02022686.1	Potri.001G449000.6	80796	62144	71724	73304	65250	60712	67494	76262
WUAT02022690.1	Potri.001G179200.4	108156	140920	128358	163548	105420	64864	145680	159752
WUAT02022691.1	Potri.017G067600.2	2616	1918	2822	2204	2316	3834	4004	3394
WUAT02022694.1	Potri.013G139112.2	14794	11868	13862	15262	13680	26164	16088	16598
WUAT02022695.1	Potri.016G075600.1	23190	17962	18648	16550	20402	40872	33386	31604
WUAT02022696.1	Potri.001G312800.9	25704	13234	18308	14878	23000	7508	16182	19616
WUAT02022699.1	Potri.008G100300.3	39430	25462	32396	26750	35782	38460	36808	37098
WUAT02022700.1	Potri.013G142124.1	6938	3668	7116	5866	6864	8764	7650	5910
WUAT02022704.1	Potri.002G219700.4	3676	1556	2312	3428	2400	1502	1384	2168
WUAT02022710.1	Potri.008G189200.1	8534	7776	13320	6260	4110	46	4814	2734
WUAT02022712.1	Potri.002G074800.1	1938	1078	2330	2148	7142	9150	5608	4086
WUAT02022713.1	Potri.004G145500.11	8304	5502	7490	5740	6650	2448	6350	8380
WUAT02022714.1	Potri.013G162600.1	1324	996	1718	1064	1990	896	1166	732
WUAT02022717.1	Potri.007G062242.3	2450	3928	2642	2646	2874	1320	1732	3956
WUAT02022718.1	Potri.008G192500.1	63550	54438	53940	45122	41036	37040	54048	53440
WUAT02022721.1	Potri.004G210400.4	10610	9126	11166	9842	8208	9544	12018	9860
WUAT02022726.1	Potri.011G074067.1	31098	34060	37052	28950	30754	37196	48754	39716
WUAT02022727.1	Potri.013G143400.2	76	34	20	38	38	24	80	28
WUAT02022729.1	Potri.008G081600.2	1964	232	278	408	638	48	72	306
WUAT02022730.1	Potri.006G187900.1	31700	29892	32790	26088	53428	52564	54230	39818
WUAT02022731.1	Potri.016G051800.1	27812	16486	20976	30846	22696	15426	28484	33340
WUAT02022735.1	Potri.002G197500.1	14194	10454	11374	7680	16108	14644	22450	13250
WUAT02022739.1	Potri.016G025100.5	6874	5408	6516	5970	6396	6764	6890	7084
WUAT02022740.1	Potri.011G139100.1	46	70	96	40	12	58	58	44
WUAT02022744.1	Potri.017G069150.1	6896	4808	5888	4342	5808	5748	8330	6582
WUAT02022753.1	Potri.005G079200.1	3672	2018	2902	4356	3610	1378	2886	2690
WUAT02022762.1	Potri.001G248600.1	51036	43388	46166	45632	48814	52780	47156	52538
WUAT02022763.1	Potri.015G071700.1	42922	46688	60294	28048	36064	31110	61190	52900
WUAT02022767.1	Potri.011G113575.1	7328	17250	17288	12492	10948	64836	14344	6838
WUAT02022770.1	Potri.017G083200.6	260	486	124	70	124	22	380	618
WUAT02022775.1	Potri.010G090100.2	39248	41128	34906	36684	34592	45450	50256	44526
WUAT02022776.1	Potri.003G204300.12	90	98	388	78	54	168	108	142
WUAT02022777.1	Potri.015G128100.1	388	10242	3366	4120	1368	200	902	2658
WUAT02022784.1	Potri.011G074150.1	2412	4086	3908	1196	782	194	1018	5000
WUAT02022789.1	Potri.002G204400.2	38488	20684	28628	21588	41784	15974	30002	34852
WUAT02022793.1	Potri.008G097900.5	8096	6278	7094	7138	7538	11928	8668	9844
WUAT02022795.1	Potri.017G083200.6	11826	8956	10106	11058	12130	11466	9716	13824
WUAT02022797.1	Potri.012G043700.1	4556	3138	4172	3654	4664	3204	3906	3974
WUAT02022798.1	Potri.001G237200.6	77922	34288	48766	50686	80390	30754	50590	61160
WUAT02022799.1	Potri.005G196500.1	3496	2158	3680	2868	3088	1482	2298	3532
WUAT02022802.1	Potri.019G067500.3	9450	7502	8090	15590	1694	1272	2918	6876
WUAT02022803.1	Potri.017G009600.4	2266	1238	1524	928	1964	4176	2682	1658
WUAT02022804.1	Potri.001G312800.7	104	214	104	116	182	104	144	200
WUAT02022807.1	Potri.013G143400.2	52852	38572	41884	35360	38264	27810	58516	61906
WUAT02022809.1	Potri.012G035200.2	2380	670	1066	3158	958	22	408	950
WUAT02022812.1	Potri.006G163301.1	2584	918	2140	1122	1894	2556	2128	2260
WUAT02022816.1	Potri.013G143400.2	25952	21834	23470	22376	24064	12674	19208	23950
WUAT02022817.1	Potri.006G221400.2	3310	2672	2380	2124	2436	2316	2766	2990
WUAT02022821.1	Potri.002G190600.5	432	2564	1062	1688	1234	8372	3644	2518
WUAT02022822.1	Potri.004G130600.1	21730	25596	19682	18178	18624	35350	28676	21262
WUAT02022825.1	Potri.013G133550.2	9258	14232	12574	13546	10444	5278	8070	13896
WUAT02022826.1	Potri.006G130400.1	926	728	1084	1032	406	246	300	1228
WUAT02022831.1	Potri.010G029000.1	43262	28128	32096	46600	47984	171900	97522	59384
WUAT02022839.1	Potri.013G139112.2	2268	1494	1834	3096	1598	2256	1006	2332
WUAT02022840.1	Potri.006G148700.3	37674	27650	33530	27560	26386	38904	25948	26848
WUAT02022843.1	Potri.019G072800.1	8248	4590	4836	2878	1330	6488	4642	2876
WUAT02022844.1	Potri.001G457700.1	15182	15932	16360	12858	13982	14378	20490	17896
WUAT02022848.1	Potri.008G138400.6	24630	28584	25214	18896	21882	41588	29528	29134
WUAT02022851.1	Potri.013G127300.8	31216	27008	28906	26826	24574	28342	29798	34626
WUAT02022852.1	Potri.004G125150.1	27734	19930	25826	21082	25936	18780	30578	29478
WUAT02022857.1	Potri.001G441040.1	64104	46122	52290	71842	60082	29266	35782	45058
WUAT02022858.1	Potri.013G133550.2	562	1458	1458	1080	602	584	2272	1016
WUAT02022866.1	Potri.002G105600.1	280	188	342	124	114	224	162	340
WUAT02022870.1	Potri.005G120500.1	47288	25284	35538	29544	41300	21454	34378	34660
WUAT02022873.1	Potri.013G143400.2	22	60	62	40	28	82	32	60
WUAT02022874.1	Potri.009G057900.1	19084	19450	21308	21134	20070	33406	24620	25026
WUAT02022876.1	Potri.001G348600.5	1860	2830	2870	1314	2456	6008	4582	1996
WUAT02022888.1	Potri.001G097200.3	112120	106276	110010	96218	127092	165024	156010	129048
WUAT02022889.1	Potri.003G180700.1	140	338	294	278	560	1956	944	230
WUAT02022893.1	Potri.013G140850.1	4660	6174	5580	3338	4952	15136	6586	6778
WUAT02022894.1	Potri.012G104500.1	210	228	144	130	190	298	170	186
WUAT02022897.1	Potri.001G312800.7	36552	34312	33032	29926	37272	47432	43016	36478
WUAT02022898.1	Potri.014G185804.1	2202	1200	6322	1142	3602	2940	1970	4854
WUAT02022901.1	Potri.010G072000.1	4180	6312	9164	1956	16400	24842	12556	10494
WUAT02022902.1	Potri.001G000600.1	34	38	10	48	18	58	8	12
WUAT02022911.1	Potri.016G100400.1	91290	118926	108986	60980	80366	69758	124640	103446
WUAT02022913.1	Potri.005G019400.1	20570	13104	17488	11796	13630	11062	18312	16624
WUAT02022915.1	Potri.001G342933.1	69408	30704	55646	65168	59480	39436	33526	34532
WUAT02022919.1	Potri.008G221801.1	2824	1810	2518	2352	2626	3030	3474	2958
WUAT02022923.1	Potri.012G057700.3	19278	26512	20220	15186	9878	22896	28218	17624
WUAT02022924.1	Potri.002G014800.4	16076	15834	12996	13118	16314	16444	18870	20098
WUAT02022928.1	Potri.013G088100.3	21654	15030	19508	14588	25112	5774	11962	22296
WUAT02022930.1	Potri.002G131000.1	16	32	46	22	46	38	26	48
WUAT02022933.1	Potri.002G035800.1	21646	15336	20286	18298	22316	34538	26740	23430
WUAT02022940.1	Potri.004G061200.13	3886	2656	3478	3560	2862	4406	5036	4438
WUAT02022942.1	Potri.002G145900.1	73104	54900	69420	60870	65798	59834	71770	67588
WUAT02022943.1	Potri.006G188700.1	3892	3482	4324	8090	3930	1212	7952	7370
WUAT02022947.1	Potri.004G037900.1	182	134	98	82	442	784	344	172
WUAT02022951.1	Potri.003G084400.1	10866	12626	9818	8114	11608	29270	18378	13070
WUAT02022956.1	Potri.006G040700.1	1378	1382	1858	1370	1532	656	1756	1864
WUAT02022958.1	Potri.013G142201.1	5544	6900	9384	4494	13484	25270	18852	11970
WUAT02022959.1	Potri.005G017600.1	446	410	374	296	172	218	492	196
WUAT02022960.1	Potri.008G081200.3	174466	139328	166550	155862	176110	161422	160004	176320
WUAT02022961.1	Potri.006G006700.1	29940	24274	25998	23900	26766	26554	31098	30624
WUAT02022963.1	Potri.012G055000.3	9440	8038	9490	8856	9674	9904	9718	9250
WUAT02022965.1	Potri.011G061000.1	420	708	462	766	376	1414	850	922
WUAT02022969.1	Potri.013G143400.2	2988	5158	3760	3176	4422	9762	7818	3080
WUAT02022973.1	Potri.001G312800.7	124	230	114	136	186	442	282	296
WUAT02022974.1	Potri.002G231800.1	14094	14284	11472	9650	13346	9148	12182	13868
WUAT02022976.1	Potri.010G229300.7	26206	17384	21318	30012	21542	13868	21150	30348
WUAT02022978.1	Potri.018G096028.3	2104	1672	1770	1218	1346	2420	1732	2250
WUAT02022982.1	Potri.001G285000.5	158862	113734	146900	128948	129380	136728	139508	158116
WUAT02022984.1	Potri.013G143400.2	7394	8074	7310	7306	7134	8180	7816	7958
WUAT02022987.1	Potri.014G019500.1	15144	17222	15040	11284	16476	10158	17348	17766
WUAT02022988.1	Potri.002G027800.1	822	716	612	612	610	996	1218	836
WUAT02022995.1	Potri.010G100500.1	22520	24812	26238	16226	40444	23314	44038	29830
WUAT02022996.1	Potri.008G028900.1	37086	36682	41284	31776	57110	114358	59776	41644
WUAT02022998.1	Potri.011G074150.1	506	256	266	378	394	408	324	380
WUAT02023001.1	Potri.012G097300.1	8162	13442	10368	10666	10180	27110	18122	13000
WUAT02023002.1	Potri.013G035100.1	8354	8102	8434	7218	9180	10620	9274	9160
WUAT02023005.1	Potri.006G275000.1	31316	21820	23600	21646	26234	12356	18554	23140
WUAT02023006.1	Potri.006G116900.7	11746	10108	11482	6626	4508	2132	2726	5420
WUAT02023009.1	Potri.014G137400.1	3762	3406	4060	3494	4114	8480	5054	4328
WUAT02023010.1	Potri.002G214200.3	48714	30448	39944	52924	43630	18452	35478	50234
WUAT02023014.1	Potri.001G101300.3	50388	40226	45686	44152	39274	39558	48518	50914
WUAT02023023.1	Potri.013G086100.1	57394	50262	50888	43754	54654	48386	64592	56466
WUAT02023025.1	Potri.004G125150.1	144	48	56	50	80	102	148	204
WUAT02023027.1	Potri.009G067000.1	31532	20004	24344	30198	33678	27260	25646	29714
WUAT02023028.1	Potri.018G006500.3	34126	27848	32958	33684	32052	29148	35758	34994
WUAT02023029.1	Potri.014G168000.2	34822	19426	22396	22516	20022	27934	13652	20620
WUAT02023033.1	Potri.003G177800.1	7332	7398	8716	6396	6898	6992	8758	8240
WUAT02023041.1	Potri.004G005301.1	13778	9580	11796	10360	12800	10202	12516	13776
WUAT02023050.1	Potri.012G066200.1	58428	31564	52352	45320	57244	20518	31266	48712
WUAT02023051.1	Potri.006G049100.1	270	482	408	2618	320	352	546	920
WUAT02023053.1	Potri.013G133550.2	4	8	0	8	0	8	0	14
WUAT02023054.1	Potri.002G006900.3	34370	23252	28030	23212	27122	19386	27256	32004
WUAT02023056.1	Potri.017G027500.1	2244	1114	1094	1374	1060	4084	1548	1108
WUAT02023057.1	Potri.009G085100.2	558920	669020	444766	519366	686996	113374	232290	578938
WUAT02023059.1	Potri.014G185948.1	34816	28052	35660	35684	25240	44270	41306	47062
WUAT02023061.1	Potri.016G139900.2	69008	57290	53532	73332	64866	19726	50808	70738
WUAT02023062.1	Potri.010G077100.1	584	512	560	634	608	1320	800	636
WUAT02023063.1	Potri.011G074901.1	5076	4790	6914	4856	6320	4786	8052	5950
WUAT02023065.1	Potri.011G161500.1	14206	9340	15434	14910	4618	11740	7490	9198
WUAT02023068.1	Potri.001G331700.2	19606	25890	24360	24240	28078	52994	36360	32802
WUAT02023069.1	Potri.012G031250.1	28	60	130	32	20	64	196	56
WUAT02023070.1	Potri.017G068600.4	30	56	32	84	54	172	68	60
WUAT02023072.1	Potri.013G143400.2	3578	3368	3536	2916	3336	4074	3556	3734
WUAT02023074.1	Potri.019G054600.10	13642	16062	15062	14350	13168	21518	18012	16818
WUAT02023077.1	Potri.010G069600.5	13132	7938	9638	10090	10178	9218	10854	12368
WUAT02023081.1	Potri.005G047550.1	152	168	196	182	216	376	242	134
WUAT02023084.1	Potri.009G016900.1	29598	29736	29900	31126	30750	35170	32976	33082
WUAT02023086.1	Potri.013G163000.1	13644	8240	11984	8780	15998	8378	12010	14384
WUAT02023092.1	Potri.005G125600.1	9176	10512	9416	7460	6692	8058	12218	9400
WUAT02023095.1	Potri.003G201200.4	4968	4118	5280	5670	5486	6402	4334	5292
WUAT02023098.1	Potri.009G156000.1	610	700	878	506	892	182	390	916
WUAT02023100.1	Potri.008G123300.4	3010	2600	3288	2506	2788	2298	2564	2818
WUAT02023104.1	Potri.006G003100.3	40888	38846	45888	36338	39126	38858	49414	53586
WUAT02023107.1	Potri.013G143400.2	16	52	26	6	8	0	64	2
WUAT02023108.1	Potri.013G036300.1	68	128	66	90	50	78	102	134
WUAT02023109.1	Potri.004G167600.2	71400	59908	62260	62596	74034	81718	72956	74854
WUAT02023118.1	Potri.001G312800.9	44912	36578	43460	37946	43518	24256	43214	41880
WUAT02023120.1	Potri.003G201200.4	7320	3776	9090	4856	3402	11412	7424	6158
WUAT02023122.1	Potri.013G138000.1	2318	1540	2994	1780	2210	2638	1986	1860
WUAT02023123.1	Potri.001G142700.1	2718	890	1076	2530	4030	424	768	1602
WUAT02023127.1	Potri.011G075051.1	63758	68732	71696	50696	53802	56316	98028	76448
WUAT02023130.1	Potri.010G093200.3	2980	4372	3474	3520	3814	4578	3968	3568
WUAT02023131.1	Potri.001G042600.1	51572	38280	41568	38496	39370	33206	45040	41682
WUAT02023133.1	Potri.005G087850.1	1100	1384	962	918	940	1482	1622	1202
WUAT02023137.1	Potri.006G166600.4	5720	2832	3832	5460	4356	256	1466	4896
WUAT02023140.1	Potri.010G103000.1	55404	50800	54154	43864	71482	52462	52140	67492
WUAT02023141.1	Potri.011G079500.1	3202	10348	4416	808	822	9328	2500	5696
WUAT02023144.1	Potri.005G237500.1	20080	23428	24214	19382	16672	20242	24668	22816
WUAT02023145.1	Potri.009G148600.1	9280	10024	10596	8150	16574	4248	7492	11306
WUAT02023149.1	Potri.006G195300.1	436450	367258	375310	266086	335570	222138	392828	393764
WUAT02023152.1	Potri.010G057400.5	57534	53296	55324	50626	47146	43176	53852	56444
WUAT02023158.1	Potri.001G310900.1	69746	66626	65442	64400	63642	101722	94000	83300
WUAT02023159.1	Potri.017G112400.1	47510	39586	36040	45578	30490	33274	61094	52050
WUAT02023161.1	Potri.006G275000.1	2	4	0	4	10	2	2	2
WUAT02023162.1	Potri.015G058400.1	5316	5292	5956	2536	5830	13296	8320	12348
WUAT02023169.1	Potri.018G148564.1	5344	3262	4224	3234	5074	7174	3820	3532
WUAT02023170.1	Potri.013G048700.1	114082	81262	99962	94710	176086	86860	102502	106146
WUAT02023171.1	Potri.011G074301.1	772	1468	1104	646	512	1932	1188	780
WUAT02023175.1	Potri.003G086400.5	14490	13662	14554	14540	14624	18210	17972	16532
WUAT02023180.1	Potri.006G222000.1	2258	1548	1996	1802	1722	2084	2546	2240
WUAT02023181.1	Potri.015G111500.1	206568	323800	238104	138946	141444	194400	236822	191428
WUAT02023182.1	Potri.003G006300.1	1722	986	2172	1292	1666	1566	1710	2232
WUAT02023183.1	Potri.013G066660.1	426	412	1100	410	278	1198	438	498
WUAT02023185.1	Potri.003G175366.1	11894	7878	10510	9872	10706	9216	9404	9898
WUAT02023189.1	Potri.011G143700.6	1092	870	950	902	872	802	1152	1012
WUAT02023194.1	Potri.003G215700.1	30184	26498	31968	30454	29734	45432	40944	35588
WUAT02023199.1	Potri.017G155300.1	9630	7064	9556	11844	13724	8170	10836	14262
WUAT02023204.1	Potri.013G143400.2	12	48	8	22	0	2	2	26
WUAT02023208.1	Potri.008G085400.1	11622	12002	11860	11030	12390	11422	13688	13350
WUAT02023212.1	Potri.005G006800.1	2546	2118	2756	1322	5032	5536	1936	3516
WUAT02023213.1	Potri.004G165500.1	42	352	632	222	32	40	38	78
WUAT02023215.1	Potri.005G049800.5	28	52	6	26	28	2	0	0
WUAT02023216.1	Potri.001G058400.1	21622	13408	17988	15220	20986	20276	22670	20174
WUAT02023217.1	Potri.006G265600.4	15848	9438	13964	11016	22506	18110	21044	17932
WUAT02023227.1	Potri.013G136466.1	2278	1778	1476	1392	978	354	932	2544
WUAT02023230.1	Potri.011G073900.2	26676	24760	24362	22314	22594	37790	28916	27564
WUAT02023233.1	Potri.009G153900.1	16080	21366	24520	10384	27396	35494	23424	13816
WUAT02023235.1	Potri.013G143400.2	640	626	590	904	602	644	546	1286
WUAT02023237.1	Potri.001G312800.9	2	14	4	0	28	4	34	2
WUAT02023239.1	Potri.002G150000.1	95852	73178	78790	91212	87508	68102	64846	86736
WUAT02023243.1	Potri.005G198000.1	2262	1230	572	1176	1474	768	2414	986
WUAT02023244.1	Potri.006G248100.17	8944	9220	9208	10300	9990	17542	10318	9806
WUAT02023246.1	Potri.006G251900.9	107668	71470	88862	71686	96496	72668	76444	94172
