Gene_ID	subject_id	F_T1_Rep1	F_T1_Rep2	F_T1_Rep3	F_T1_Rep4	F_T2_Rep1	F_T2_Rep2	F_T2_Rep3	F_T2_Rep4
WUAT02021974.1	Potri.001G317500.3	52718	64132	53644	64994	51210	70446	58762	78350
WUAT02021979.1	Potri.016G110000.2	57540	69802	51376	72852	66830	74656	59648	78302
WUAT02021984.1	Potri.001G312800.9	19242	29284	11924	22432	29220	32176	40056	31280
WUAT02021985.1	Potri.012G031250.1	140	78	102	82	164	64	56	106
WUAT02021988.1	Potri.001G157900.6	28414	31244	28830	29384	24434	37446	27074	34774
WUAT02021989.1	Potri.015G048900.5	3966	4384	4502	4830	4130	4648	4748	5906
WUAT02021990.1	Potri.009G031500.1	4216	4746	2196	4638	3286	3080	2388	4016
WUAT02021992.1	Potri.005G225400.1	22726	22902	27624	25252	20712	26410	25998	25538
WUAT02021995.1	Potri.008G162000.1	2256	6590	7694	6120	3442	2794	7074	2284
WUAT02021997.1	Potri.006G081800.5	29230	35634	35140	36210	32992	53682	35870	48172
WUAT02021999.1	Potri.001G118800.1	1368	1230	688	978	506	1352	1302	1766
WUAT02022001.1	Potri.005G201800.1	13078	13058	14660	14326	14794	21624	14240	16234
WUAT02022002.1	Potri.001G149600.1	8878	8324	6816	8944	6700	9956	8426	10682
WUAT02022003.1	Potri.005G154512.1	34	54	38	30	22	20	12	36
WUAT02022004.1	Potri.002G263300.3	7856	11142	14432	12652	9032	13368	10350	14926
WUAT02022006.1	Potri.019G083700.4	28224	39964	33718	32394	29356	36662	34378	46662
WUAT02022010.1	Potri.010G218600.4	9196	16978	15334	14684	8790	13784	12474	20798
WUAT02022011.1	Potri.004G009201.2	13756	18180	20870	23532	13102	24432	21514	28546
WUAT02022015.1	Potri.014G167000.6	23576	22272	33280	29208	23362	32190	23228	32810
WUAT02022016.1	Potri.013G142232.5	1432	1960	1260	1490	1086	2174	1796	1682
WUAT02022019.1	Potri.008G224210.1	2450	2800	2414	2892	2282	3074	3274	4012
WUAT02022020.1	Potri.008G155700.1	6074	12212	6168	6390	9766	7490	8154	9110
WUAT02022024.1	Potri.013G143400.2	13884	17000	12332	14622	11540	16950	16338	18802
WUAT02022028.1	Potri.002G159400.1	6260	3982	6266	5310	9754	6512	5936	9198
WUAT02022029.1	Potri.015G048200.4	24	68	72	42	72	2	128	36
WUAT02022030.1	Potri.012G079000.1	22666	19968	12772	23354	20880	25058	16112	20686
WUAT02022033.1	Potri.018G088400.2	2022	1946	1664	2026	1740	2164	2244	2536
WUAT02022037.1	Potri.006G179900.3	4138	4810	3228	4658	3996	5428	5020	5524
WUAT02022041.1	Potri.003G022600.1	2768	3532	3272	3618	2684	4148	3196	5728
WUAT02022043.1	Potri.002G105100.1	16	28	6	26	40	46	30	34
WUAT02022044.1	Potri.008G224210.1	3132	4962	2530	4484	2586	2384	2844	3226
WUAT02022052.1	Potri.009G036900.4	26386	29800	33626	30088	23056	29616	28354	40660
WUAT02022055.1	Potri.016G045600.3	19854	20058	11312	17098	16774	16362	11054	17728
WUAT02022056.1	Potri.018G149400.2	12990	18456	19510	15562	12548	17714	15156	21384
WUAT02022060.1	Potri.013G051200.2	40164	61798	47554	72540	55290	65054	45296	70726
WUAT02022069.1	Potri.010G220000.2	11002	15288	11244	14210	13222	20322	18354	24064
WUAT02022073.1	Potri.014G185804.1	118822	150856	99414	185940	119892	72556	70964	86680
WUAT02022074.1	Potri.019G020000.1	44792	36484	24220	47166	52776	74682	44392	44902
WUAT02022075.1	Potri.013G143400.2	176	26	58	78	18	156	22	28
WUAT02022078.1	Potri.007G020100.1	5922	6486	6280	7672	6986	9192	5424	10088
WUAT02022083.1	Potri.013G143400.2	216	126	84	130	264	110	20	258
WUAT02022087.1	Potri.004G201400.1	43070	55604	59172	52860	41064	65602	69822	83646
WUAT02022092.1	Potri.006G163301.1	4004	4902	1608	7390	10122	6648	8932	7746
WUAT02022093.1	Potri.011G075051.1	4	14	2	4	28	0	0	16
WUAT02022096.1	Potri.002G085400.1	33336	117288	90504	91454	64076	197578	138734	215394
WUAT02022099.1	Potri.009G132100.1	11906	22084	10116	16082	15278	14758	12462	11212
WUAT02022100.1	Potri.013G036300.1	6918	8666	5854	9894	7562	14864	12996	8694
WUAT02022102.1	Potri.005G119400.1	136	180	64	106	120	90	262	178
WUAT02022104.1	Potri.008G224801.1	10	0	0	0	0	0	0	2
WUAT02022105.1	Potri.011G074600.2	46610	54354	50366	53524	47186	63768	55560	74362
WUAT02022106.1	Potri.005G142100.5	2	12	22	8	8	8	14	12
WUAT02022109.1	Potri.013G162700.1	2808	3078	4568	3210	2568	5198	2752	4254
WUAT02022114.1	Potri.017G073900.1	49494	60350	52254	64548	61490	93004	56404	84152
WUAT02022117.1	Potri.013G141700.3	78	18	22	10	34	8	28	54
WUAT02022118.1	Potri.004G140800.1	1520	1732	1516	2278	2004	3130	1732	2342
WUAT02022123.1	Potri.008G224210.1	73378	107094	66932	126934	78932	49934	45290	57488
WUAT02022128.1	Potri.001G312800.7	3766	3262	5470	3438	3424	3616	2462	5728
WUAT02022130.1	Potri.016G064800.2	17166	25008	20698	24436	20306	32114	24496	41584
WUAT02022136.1	Potri.007G085000.1	14264	22186	14276	14824	12634	9820	6452	12832
WUAT02022137.1	Potri.006G053900.6	63066	72184	95770	71962	62394	64598	63344	82102
WUAT02022141.1	Potri.015G041300.2	46270	50578	48422	47702	45538	60788	54112	78810
WUAT02022145.1	Potri.008G173900.1	1046	1172	872	982	630	842	738	1502
WUAT02022146.1	Potri.006G153100.4	20306	25590	24152	25130	19806	26546	20220	35352
WUAT02022147.1	Potri.004G165500.1	1856	1828	1540	1886	1318	2022	1878	2320
WUAT02022150.1	Potri.013G143400.2	2902	4310	2976	3120	3742	3390	3166	3850
WUAT02022153.1	Potri.006G128200.1	150354	174070	155720	163800	145708	159038	109820	140678
WUAT02022156.1	Potri.014G067700.3	2308	1292	1256	4958	718	1426	1242	1402
WUAT02022158.1	Potri.006G120800.5	15904	19438	22790	22460	19084	26316	17618	25322
WUAT02022159.1	Potri.013G136466.1	25454	25812	16726	31636	18618	22622	17892	32094
WUAT02022168.1	Potri.013G163200.1	14392	20300	19280	16774	15716	20082	20678	24302
WUAT02022172.1	Potri.005G107600.1	2142	2412	2458	1826	2128	4124	3142	3934
WUAT02022178.1	Potri.001G038100.2	62344	79204	69114	78016	82162	99796	80880	110186
WUAT02022183.1	Potri.010G082700.1	7188	7956	6310	7080	6542	11048	7194	7310
WUAT02022185.1	Potri.007G097900.7	2220	2032	1260	1766	1744	2782	3908	2596
WUAT02022190.1	Potri.009G036700.4	10140	12296	11832	11252	10324	14546	12710	16330
WUAT02022195.1	Potri.006G275000.1	3966	6876	5864	7234	5954	7542	4952	8932
WUAT02022198.1	Potri.019G014344.1	832	1104	1334	946	1476	1332	1536	2126
WUAT02022200.1	Potri.019G053000.1	23188	27994	19082	27406	36870	42898	32406	34716
WUAT02022203.1	Potri.002G062600.14	30	36	34	18	30	26	18	40
WUAT02022204.1	Potri.019G086400.1	23746	34288	28632	39210	26048	42164	33698	35408
WUAT02022205.1	Potri.002G054000.1	5420	8076	5724	6670	5358	7952	6478	7934
WUAT02022209.1	Potri.002G178200.1	46944	54260	50860	63676	51700	49526	35422	49918
WUAT02022216.1	Potri.017G081900.4	3058	3318	4034	3478	2034	3900	3746	5282
WUAT02022217.1	Potri.011G074600.2	2634	3662	1744	3468	2570	2712	2016	3588
WUAT02022218.1	Potri.013G142124.1	16660	19736	11826	19042	14092	19628	16012	22304
WUAT02022223.1	Potri.010G001400.8	402	508	438	588	470	786	270	502
WUAT02022226.1	Potri.014G185948.1	9144	11840	7590	11706	9674	10282	11584	12170
WUAT02022232.1	Potri.005G226700.2	21204	10330	10616	13466	13342	11862	8720	11940
WUAT02022233.1	Potri.015G106532.1	38414	55404	56164	63906	29602	49690	47584	67124
WUAT02022236.1	Potri.004G174700.2	4612	3986	3826	4936	3268	5784	4610	6810
WUAT02022238.1	Potri.003G222400.3	8868	7364	14004	10284	7328	11340	9854	12606
WUAT02022240.1	Potri.010G153700.2	59886	70942	70626	69282	63950	89144	83612	103152
WUAT02022241.1	Potri.013G143400.2	154	72	22	132	46	48	114	116
WUAT02022245.1	Potri.006G066300.3	6808	5592	8434	7760	5398	10616	9814	7810
WUAT02022248.1	Potri.016G110800.4	18688	22138	35592	21794	16156	19646	19824	20858
WUAT02022249.1	Potri.005G074200.2	8088	7938	7736	8130	7206	7990	7320	11642
WUAT02022254.1	Potri.001G312800.9	10560	12090	10288	11348	11536	14954	11158	12284
WUAT02022258.1	Potri.006G066800.2	21162	29696	28804	29064	24390	39554	30584	39054
WUAT02022259.1	Potri.017G087700.2	12026	9500	8780	12092	10558	14662	9460	14748
WUAT02022260.1	Potri.009G072900.2	27750	66902	35710	60854	43060	38996	25708	41606
WUAT02022261.1	Potri.007G010000.1	8334	9594	9638	7926	10294	9876	11658	11538
WUAT02022264.1	Potri.006G164050.1	8	20	0	2	8	4	0	6
WUAT02022265.1	Potri.007G013900.1	31758	29812	19736	28530	23368	47956	36086	37894
WUAT02022267.1	Potri.003G053400.1	45922	54330	46740	52884	45640	60924	45564	61870
WUAT02022268.1	Potri.005G014300.1	21370	24874	19782	15328	14334	6268	7656	7784
WUAT02022271.1	Potri.001G312800.8	954	434	648	484	460	374	190	458
WUAT02022272.1	Potri.009G102201.1	12472	16984	12294	13498	10316	14582	12942	18302
WUAT02022273.1	Potri.011G103401.1	34808	48848	59904	29714	37634	67162	54002	56682
WUAT02022276.1	Potri.013G143400.2	47450	39740	36908	39480	38544	49004	47594	55610
WUAT02022280.1	Potri.006G054800.3	70554	31408	29242	35028	32124	34740	33950	34722
WUAT02022281.1	Potri.006G150300.2	7562	7178	6510	9084	9054	10030	8096	10886
WUAT02022282.1	Potri.012G058400.2	2	10	18	24	6	4	8	6
WUAT02022283.1	Potri.015G042500.1	1170	1642	1720	1368	1310	2020	1592	2188
WUAT02022285.1	Potri.001G439600.1	33046	37674	31484	37970	30672	40764	40766	46886
WUAT02022286.1	Potri.002G008176.1	6464	6624	8648	5992	4332	6404	5690	9066
WUAT02022287.1	Potri.001G051900.1	28142	35758	26586	35570	32096	38284	30650	48676
WUAT02022293.1	Potri.005G213300.6	650	492	376	568	252	478	284	450
WUAT02022294.1	Potri.001G079400.4	23478	29192	25384	22176	18590	22584	27210	28466
WUAT02022295.1	Potri.010G052500.1	274	290	72	244	218	72	464	128
WUAT02022298.1	Potri.006G068500.19	68326	83456	56230	81602	60082	98384	68492	79834
WUAT02022299.1	Potri.001G148400.2	19434	35962	30324	24514	18728	28782	20942	42046
WUAT02022303.1	Potri.005G041101.3	7904	10896	9746	12168	8220	12134	9510	12022
WUAT02022304.1	Potri.019G050000.2	19692	22038	16052	18830	18264	21060	20836	23308
WUAT02022306.1	Potri.002G140300.1	864	970	676	1150	916	1140	1464	1510
WUAT02022312.1	Potri.018G020600.1	3620	3778	9036	5548	5678	4028	4902	6338
WUAT02022313.1	Potri.015G068200.1	80	278	16	74	90	40	40	230
WUAT02022316.1	Potri.007G069300.1	17080	18862	19052	17962	14550	15610	16140	22874
WUAT02022317.1	Potri.013G133550.2	8816	8532	6882	7976	6160	6672	6806	11466
WUAT02022321.1	Potri.003G083600.3	358	316	338	520	670	396	110	580
WUAT02022324.1	Potri.011G074700.2	116	98	232	166	126	222	232	176
WUAT02022326.1	Potri.006G082300.1	75846	84068	41214	74646	56410	22338	10846	66830
WUAT02022327.1	Potri.001G170800.2	2090	1314	1844	1928	1330	2398	1712	2648
WUAT02022328.1	Potri.019G048700.3	12078	13956	9362	15600	15608	20208	16626	21960
WUAT02022330.1	Potri.017G081000.1	102558	96184	78508	82962	103386	81830	56238	119944
WUAT02022331.1	Potri.018G149500.6	7648	8864	8296	9006	8742	10212	7966	10764
WUAT02022339.1	Potri.013G136466.1	11346	11502	13990	13264	10784	12208	12820	16022
WUAT02022340.1	Potri.017G108100.1	22368	24008	22790	22102	19662	26632	19734	30468
WUAT02022344.1	Potri.009G057800.2	17302	23238	20522	21894	16950	20216	20760	22444
WUAT02022345.1	Potri.001G272300.1	518	1128	604	690	696	858	536	850
WUAT02022346.1	Potri.008G024500.7	5956	10172	9346	7994	7300	10010	9336	11552
WUAT02022348.1	Potri.012G031250.1	21444	23612	25816	24366	24612	28458	19232	29232
WUAT02022352.1	Potri.015G024400.1	41306	35052	42914	37748	36024	47136	38804	40892
WUAT02022353.1	Potri.017G014100.1	3218	4228	4992	3740	3216	3902	4406	4412
WUAT02022354.1	Potri.007G061881.1	2314	4004	3402	3030	2448	3424	3294	3874
WUAT02022355.1	Potri.013G141912.1	4	6	0	6	28	0	4	4
WUAT02022358.1	Potri.010G075000.4	898	1568	1416	1572	992	1690	1454	1930
WUAT02022359.1	Potri.012G031250.1	904	552	1072	1302	508	1702	598	970
WUAT02022366.1	Potri.007G139900.1	9400	11190	9242	12048	11888	11048	11258	13380
WUAT02022368.1	Potri.001G356300.1	12350	15266	19900	17456	13816	22590	20720	27538
WUAT02022370.1	Potri.001G007800.1	19390	24472	30688	24282	21070	25864	22542	29396
WUAT02022372.1	Potri.013G161900.1	72	92	192	154	238	244	220	402
WUAT02022375.1	Potri.001G320300.3	43486	45154	45320	45508	35162	54956	50718	57090
WUAT02022376.1	Potri.006G163301.1	28	70	86	42	138	176	334	472
WUAT02022379.1	Potri.006G164050.1	520	642	764	650	570	822	508	1066
WUAT02022381.1	Potri.005G210900.1	20962	26462	28250	25070	20816	28838	27728	31728
WUAT02022387.1	Potri.002G110500.1	39558	63468	61654	53704	45714	82240	56976	80638
WUAT02022389.1	Potri.010G205800.1	11432	10566	9264	10870	6960	7124	9992	13610
WUAT02022392.1	Potri.013G143400.2	70	42	80	44	10	38	40	32
WUAT02022393.1	Potri.013G143400.2	1364	724	796	698	536	510	998	952
WUAT02022398.1	Potri.014G185804.1	642	918	474	856	524	550	380	598
WUAT02022402.1	Potri.012G110800.1	1268	1598	1274	1978	1416	958	1146	1232
WUAT02022403.1	Potri.001G101300.3	430	442	602	580	1096	504	582	818
WUAT02022415.1	Potri.019G003400.1	7770	9832	7782	8130	9072	8154	8808	10934
WUAT02022419.1	Potri.004G097500.1	5892	7424	6084	6228	5328	7226	4944	7700
WUAT02022424.1	Potri.010G163800.2	5634	8292	8772	7392	5798	2408	2982	5662
WUAT02022425.1	Potri.008G224210.1	12356	13874	9672	12270	11904	18912	18558	18522
WUAT02022426.1	Potri.001G312800.7	3860	6032	6674	4586	3942	5408	4382	5986
WUAT02022427.1	Potri.018G149400.2	158	272	252	212	222	126	82	196
WUAT02022429.1	Potri.010G241600.1	2688	3538	3612	3024	3006	3744	3108	4476
WUAT02022430.1	Potri.003G184000.1	32	22	34	6	26	6	2	8
WUAT02022433.1	Potri.002G160600.4	1390	1596	2020	1520	1564	2432	1896	2642
WUAT02022438.1	Potri.001G059900.1	8622	10150	9280	11044	7914	8608	8654	9442
WUAT02022447.1	Potri.005G045600.12	45916	60524	92072	60106	32172	57950	50360	77820
WUAT02022451.1	Potri.013G142760.3	2164	982	1336	1320	1780	1794	1596	2430
WUAT02022452.1	Potri.012G058400.2	490	766	392	208	1080	628	580	1480
WUAT02022453.1	Potri.006G052200.2	7806	6744	6070	7634	7748	8498	7084	9654
WUAT02022456.1	Potri.011G094100.15	112480	138180	118526	117682	111612	167632	127474	168778
WUAT02022460.1	Potri.013G162200.1	1184	1210	1182	1362	1000	1892	1102	1492
WUAT02022463.1	Potri.003G074200.9	8660	9074	9140	9016	8284	9450	9842	11588
WUAT02022465.1	Potri.005G194600.1	36518	38044	41960	41200	28648	35848	41890	48228
WUAT02022466.1	Potri.017G135400.1	1920	4532	3490	3090	3476	5242	3384	5336
WUAT02022467.1	Potri.009G024100.12	18482	22976	20246	21486	19024	25178	22224	25520
WUAT02022469.1	Potri.003G213200.1	55512	70166	65526	61984	69574	84502	70008	87996
WUAT02022474.1	Potri.014G144800.2	29352	25432	22056	32408	25492	28188	28180	31520
WUAT02022475.1	Potri.012G031250.1	26348	39542	34514	32442	31118	40650	52994	47810
WUAT02022483.1	Potri.006G044400.1	35876	40288	29482	40808	36972	37922	27590	38504
WUAT02022488.1	Potri.011G074100.1	23806	25104	18878	23604	17022	25390	19860	31104
WUAT02022492.1	Potri.012G031250.1	3918	3390	2110	1064	3566	6324	19734	4388
WUAT02022494.1	Potri.016G094300.2	1604	1896	1998	1272	1374	1068	1530	2864
WUAT02022496.1	Potri.010G173100.12	12934	14212	13624	14016	12364	14036	13046	15452
WUAT02022501.1	Potri.008G039500.1	11748	13020	14504	15722	14726	15208	13474	16298
WUAT02022510.1	Potri.012G094600.9	29700	38478	33042	34504	32224	43094	40586	54738
WUAT02022512.1	Potri.013G143400.2	23974	18806	13076	34162	41196	44128	25864	33580
WUAT02022517.1	Potri.010G092800.1	2	0	2	0	0	0	0	2
WUAT02022519.1	Potri.005G040100.3	29588	37838	34684	35782	32716	39622	40132	52536
WUAT02022521.1	Potri.007G109000.5	4	0	0	4	0	0	0	2
WUAT02022528.1	Potri.007G013300.1	27868	42386	17552	32518	22476	17940	11348	33824
WUAT02022533.1	Potri.013G142232.5	678	1548	1404	1484	1030	1682	950	1950
WUAT02022534.1	Potri.012G110800.1	4014	4740	3230	4956	3634	2724	2498	4524
WUAT02022538.1	Potri.013G142232.6	10504	13086	9060	13082	12910	20098	23128	26920
WUAT02022540.1	Potri.001G440200.1	368	368	42	236	186	94	196	394
WUAT02022542.1	Potri.007G071600.7	2410	4116	2268	3896	2730	4094	2958	4780
WUAT02022543.1	Potri.013G133550.2	4068	3980	7206	4688	3918	5208	8294	9414
WUAT02022544.1	Potri.003G078800.2	2	8	0	0	0	6	0	2
WUAT02022546.1	Potri.014G160700.3	19148	24544	20034	19900	26752	22598	19302	23742
WUAT02022547.1	Potri.015G057600.3	52634	54988	56396	53668	40446	48648	44232	63878
WUAT02022548.1	Potri.002G036500.1	77228	82078	69060	90864	62526	99442	68060	102112
WUAT02022550.1	Potri.007G058500.1	3798	4752	3130	4554	3606	6192	4320	4672
WUAT02022551.1	Potri.016G024900.3	964	1240	716	932	1004	396	740	718
WUAT02022553.1	Potri.015G038800.1	5930	8324	5778	7226	6606	8276	5138	10524
WUAT02022555.1	Potri.005G251000.2	20240	26176	12220	20814	17076	47914	51054	55602
WUAT02022556.1	Potri.013G140850.2	44	22	152	86	6	48	20	74
WUAT02022562.1	Potri.001G006200.1	550	862	390	620	690	760	532	560
WUAT02022564.1	Potri.014G084500.3	36300	49348	55826	45114	41198	53484	46104	56330
WUAT02022572.1	Potri.017G056700.3	9898	12278	13800	11220	9038	10400	12228	13986
WUAT02022577.1	Potri.006G184500.2	88056	103328	90826	114866	78790	141180	95742	168316
WUAT02022578.1	Potri.003G201200.4	70	72	84	122	114	94	132	52
WUAT02022579.1	Potri.017G001200.2	52	96	56	86	42	70	58	68
WUAT02022583.1	Potri.009G058100.1	6244	7182	6862	6950	5628	7060	5990	9166
WUAT02022586.1	Potri.013G142232.6	6126	5018	4368	5946	5624	9244	6646	6222
WUAT02022587.1	Potri.010G218600.4	71168	95826	73880	78296	60996	102030	79728	142072
WUAT02022591.1	Potri.006G253800.1	8734	12500	7504	9840	9946	8506	7222	11298
WUAT02022593.1	Potri.002G177100.6	6440	6026	4388	5712	5384	5354	5932	5716
WUAT02022595.1	Potri.006G131400.10	36932	22184	14560	21302	23610	30096	17304	12632
WUAT02022600.1	Potri.009G077800.2	14068	21508	17674	23300	22380	25226	19814	47770
WUAT02022603.1	Potri.013G162000.1	2	6	22	16	8	4	18	8
WUAT02022606.1	Potri.016G086600.1	17494	13966	10780	11828	11600	10640	12074	14416
WUAT02022607.1	Potri.004G143700.1	16964	17404	19608	23044	15748	17514	10480	18638
WUAT02022612.1	Potri.003G217700.1	4926	4444	4110	4682	5190	6676	5934	6316
WUAT02022618.1	Potri.013G141700.2	48756	94162	29286	75150	92238	55684	36452	97650
WUAT02022622.1	Potri.016G119700.1	49340	70528	43812	62266	41366	64246	56492	88118
WUAT02022623.1	Potri.001G200400.3	9678	10474	9312	11776	9626	7422	8986	33796
WUAT02022631.1	Potri.001G250700.1	18570	17526	15752	16864	10574	15492	16178	30274
WUAT02022632.1	Potri.002G151400.3	21444	25110	16412	21190	19652	37238	24252	30066
WUAT02022636.1	Potri.006G196566.1	2382	2682	1664	2592	2762	2316	1144	3156
WUAT02022645.1	Potri.007G015400.2	6324	9094	10004	8688	6914	9876	7470	12846
WUAT02022646.1	Potri.006G213900.1	3374	2304	2578	3060	3054	3210	3818	4334
WUAT02022654.1	Potri.015G117600.2	54098	56150	26888	61256	34662	34780	26180	38614
WUAT02022658.1	Potri.004G153100.1	1676	3472	1806	2596	1858	3132	2498	3972
WUAT02022659.1	Potri.011G075051.1	2076	1832	1366	1710	1234	2092	1230	2262
WUAT02022660.1	Potri.013G140260.3	5848	8108	9516	10436	6332	10526	7998	12782
WUAT02022663.1	Potri.001G180200.1	16150	17338	13292	15436	13246	15344	14178	21792
WUAT02022664.1	Potri.001G442600.11	15388	10000	7746	10524	8628	11022	11098	14870
WUAT02022667.1	Potri.012G113500.1	21972	23002	13462	24870	14426	19262	16962	25970
WUAT02022668.1	Potri.015G080600.1	18232	18738	15092	17832	14786	16500	20162	19764
WUAT02022672.1	Potri.016G069100.1	1424	2396	726	1834	1892	2148	2768	1902
WUAT02022674.1	Potri.013G083000.1	9714	10264	11092	9616	8666	10842	11236	13048
WUAT02022675.1	Potri.007G061781.1	38	102	26	220	72	206	26	42
WUAT02022682.1	Potri.001G296700.2	312	478	228	368	306	178	190	264
WUAT02022685.1	Potri.006G148600.2	5148	4156	4746	5126	5872	3306	5778	10782
WUAT02022686.1	Potri.001G449000.6	73792	95192	77922	86436	93200	117272	94528	110914
WUAT02022690.1	Potri.001G179200.4	133988	128036	188438	148112	135464	224238	194572	208824
WUAT02022691.1	Potri.017G067600.2	2614	3504	4564	3190	3228	3494	3540	4402
WUAT02022694.1	Potri.013G139112.2	10938	17150	17948	14652	7254	16950	11440	8294
WUAT02022695.1	Potri.016G075600.1	16152	21834	18462	24386	17010	32390	20362	41984
WUAT02022696.1	Potri.001G312800.9	25750	28032	20224	25622	27512	23794	21440	25500
WUAT02022699.1	Potri.008G100300.3	32950	37476	33418	39412	34576	40510	31938	48886
WUAT02022700.1	Potri.013G142124.1	6934	8502	4496	6648	5948	5876	5824	7008
WUAT02022704.1	Potri.002G219700.4	3376	2798	1764	2376	3748	2690	2312	2774
WUAT02022710.1	Potri.008G189200.1	10536	18986	15262	12244	6342	7374	2598	8770
WUAT02022712.1	Potri.002G074800.1	1664	3056	2370	1952	2070	2210	3546	2198
WUAT02022713.1	Potri.004G145500.11	7730	10454	4956	9574	7696	8374	6098	9036
WUAT02022714.1	Potri.013G162600.1	1144	1896	2220	1448	804	2018	522	1002
WUAT02022717.1	Potri.007G062242.3	2756	4516	7142	5854	5442	5084	3612	4266
WUAT02022718.1	Potri.008G192500.1	47796	68930	50330	62844	45362	64736	55896	72684
WUAT02022721.1	Potri.004G210400.4	10904	12048	10984	9502	10096	9322	11270	10212
WUAT02022726.1	Potri.011G074067.1	30920	42300	44002	39440	30284	46712	35708	60950
WUAT02022727.1	Potri.013G143400.2	68	14	36	24	36	176	26	64
WUAT02022729.1	Potri.008G081600.2	326	720	182	1162	1558	1078	166	626
WUAT02022730.1	Potri.006G187900.1	32948	38614	31362	36640	23414	41520	41384	50636
WUAT02022731.1	Potri.016G051800.1	30408	25568	19982	20728	27780	24554	26972	30968
WUAT02022735.1	Potri.002G197500.1	10586	8688	20742	13176	8998	18888	14134	19504
WUAT02022739.1	Potri.016G025100.5	6406	9186	7720	9370	5298	6562	6404	6532
WUAT02022740.1	Potri.011G139100.1	56	62	40	82	66	92	108	80
WUAT02022744.1	Potri.017G069150.1	5778	5994	5546	5362	6100	5070	6828	8112
