Gene_ID	subject_id	H_T1_Rep1	H_T1_Rep2	H_T1_Rep3	H_T1_Rep4	H_T2_Rep1	H_T2_Rep2	H_T2_Rep3	H_T2_Rep4
WUAT02018109.1	Potri.015G108700.2	18284	11330	12494	19740	11706	13346	12046	14488
WUAT02018113.1	Potri.001G441040.1	1278	1276	2168	2760	1510	1928	1900	2036
WUAT02018118.1	Potri.006G163301.1	21494	15626	22370	20006	28038	19926	21538	25384
WUAT02018123.1	Potri.001G357100.4	9304	13212	16378	17002	15554	15738	13734	20838
WUAT02018124.1	Potri.004G054400.2	4	4	24	8	12	40	8	34
WUAT02018127.1	Potri.013G151600.1	17232	36070	17710	32802	17474	21506	24386	24270
WUAT02018132.1	Potri.001G113100.1	226062	70404	121290	104714	220272	245474	299028	419392
WUAT02018133.1	Potri.011G070300.1	5606	5496	5656	7862	9472	8328	11854	14280
WUAT02018134.1	Potri.001G272700.2	124478	134080	159528	154284	199168	154812	193572	213866
WUAT02018136.1	Potri.003G006300.1	506	950	1140	1864	1240	1374	982	1160
WUAT02018141.1	Potri.015G006000.1	406	636	1210	530	600	1134	632	628
WUAT02018143.1	Potri.002G038700.1	4386	4862	3518	5108	3466	4930	4274	3926
WUAT02018145.1	Potri.018G014000.4	26568	29006	26842	35814	28450	31250	32742	34244
WUAT02018148.1	Potri.006G166300.1	14804	27350	20360	28368	18990	19556	18694	27150
WUAT02018150.1	Potri.013G133550.2	16990	19124	22104	26152	22062	30590	27828	25280
WUAT02018151.1	Potri.008G152300.4	7280	8164	3304	19786	2308	3394	6164	3640
WUAT02018154.1	Potri.010G000301.1	23282	17482	20972	27260	23898	26562	22000	24924
WUAT02018155.1	Potri.006G215200.3	10266	7984	7812	12504	9702	10396	14768	10200
WUAT02018158.1	Potri.006G190600.4	11080	18434	14476	22442	14548	20228	17272	20736
WUAT02018159.1	Potri.011G074067.1	2182	2462	2362	4024	1940	2758	2460	2010
WUAT02018162.1	Potri.005G203500.2	5466	4224	7718	5850	12706	9360	13686	10308
WUAT02018167.1	Potri.013G143400.2	47038	41802	35522	48912	35284	52554	38580	33624
WUAT02018177.1	Potri.010G152600.4	171732	80444	88088	101376	119726	135200	135468	131372
WUAT02018181.1	Potri.013G133550.2	35812	45566	58982	78294	63046	70022	54824	62954
WUAT02018186.1	Potri.001G289300.1	10598	19926	19524	17074	20222	23120	21724	23560
WUAT02018187.1	Potri.005G111000.1	2030	2228	2034	2436	1964	2454	2802	2242
WUAT02018190.1	Potri.006G130000.2	12840	12908	16432	16362	17052	21006	20042	21684
WUAT02018194.1	Potri.014G017900.1	7168	7876	9474	8896	9774	9408	10534	11778
WUAT02018195.1	Potri.013G127300.6	48	44	22	92	28	48	36	40
WUAT02018197.1	Potri.010G052900.1	0	0	0	0	0	0	0	4
WUAT02018198.1	Potri.019G126901.1	94	260	182	272	112	210	164	98
WUAT02018199.1	Potri.012G007600.1	10190	11428	9758	15836	9692	12308	14706	11862
WUAT02018200.1	Potri.004G125150.1	1226	1406	758	1620	850	998	1258	926
WUAT02018201.1	Potri.001G317200.3	3326	7144	4696	6876	4434	7414	6534	7184
WUAT02018203.1	Potri.011G075051.1	3858	4642	2870	5056	2598	2892	3618	3012
WUAT02018204.1	Potri.015G082283.2	1624	1764	1258	2420	1368	1750	1512	1596
WUAT02018208.1	Potri.011G062100.1	2830	3162	2588	3406	2846	2954	3596	2926
WUAT02018211.1	Potri.006G204500.1	2738	1968	4360	2762	6430	5216	4034	4634
WUAT02018213.1	Potri.003G143200.1	19822	20478	23768	23812	30670	28092	26980	27048
WUAT02018215.1	Potri.001G349300.9	24780	46656	20684	48556	17622	37188	38764	32826
WUAT02018217.1	Potri.001G032000.3	14954	12942	14964	23490	17440	16006	16478	12814
WUAT02018218.1	Potri.019G018400.2	4702	7562	7190	8408	9002	11144	13338	11834
WUAT02018222.1	Potri.007G113300.5	2972	8742	7098	10618	6230	8172	6970	8048
WUAT02018224.1	Potri.013G142232.5	28	2	16	56	22	16	4	2
WUAT02018226.1	Potri.009G084300.1	11646	9350	8170	14936	15660	18870	17726	13496
WUAT02018241.1	Potri.006G202500.1	18786	21608	9502	24576	13224	17362	18574	12954
WUAT02018244.1	Potri.011G113575.1	1306	1198	1738	892	1424	1388	1754	2408
WUAT02018248.1	Potri.004G013700.3	572	434	74	122	248	318	574	998
WUAT02018250.1	Potri.014G151101.2	255578	117600	3752	393808	4230	12084	22716	2276
WUAT02018253.1	Potri.018G128200.1	140228	150428	111234	128896	113976	143994	130598	174868
WUAT02018254.1	Potri.005G147500.1	41444	22126	9436	67500	11028	17466	33202	19818
WUAT02018258.1	Potri.012G110800.1	38432	44992	43248	54774	45514	47550	43508	46632
WUAT02018261.1	Potri.001G312800.7	2	12	4	42	32	18	36	4
WUAT02018262.1	Potri.001G457000.1	56258	47048	51122	64542	35978	35992	28044	25652
WUAT02018266.1	Potri.002G145750.1	9852	9696	8610	10414	8234	9270	10464	7992
WUAT02018271.1	Potri.010G052500.1	23026	28474	24112	37874	25084	27320	30380	29720
WUAT02018276.1	Potri.001G327300.1	24714	30688	43470	41842	37192	44466	34982	39828
WUAT02018280.1	Potri.017G131000.1	6008	4654	5648	6968	7372	6690	4934	5712
WUAT02018281.1	Potri.009G057800.2	466	360	658	580	506	538	230	544
WUAT02018285.1	Potri.002G234500.1	1610	922	1202	1904	840	2178	1812	1602
WUAT02018289.1	Potri.008G151300.3	11928	6282	9678	10608	14852	10480	12830	11772
WUAT02018292.1	Potri.010G052500.1	0	4	6	16	0	16	2	16
WUAT02018294.1	Potri.001G092700.1	264	342	202	452	212	508	686	220
WUAT02018298.1	Potri.013G143400.2	1402	1588	1796	1858	1448	2350	2034	2496
WUAT02018302.1	Potri.013G142760.3	16246	11684	12116	15682	12960	24676	20006	19374
WUAT02018303.1	Potri.013G142232.6	216	936	576	5486	362	176	600	816
WUAT02018304.1	Potri.005G063500.1	11302	14390	13970	14840	13026	15294	18268	18524
WUAT02018307.1	Potri.019G090600.2	2826	3866	3460	4060	3480	4914	4376	4650
WUAT02018311.1	Potri.001G312800.7	44156	22966	33954	38724	42598	36772	49396	45556
WUAT02018312.1	Potri.010G014500.1	652	812	524	852	852	1040	1006	814
WUAT02018316.1	Potri.019G015768.1	16594	16264	14716	18264	18864	19352	18294	19262
WUAT02018322.1	Potri.013G068100.3	15022	13098	15296	18398	20062	18508	16190	19900
WUAT02018323.1	Potri.013G142124.1	842	986	1332	1544	1380	916	1116	1522
WUAT02018325.1	Potri.010G249900.2	7390	7582	6660	5900	17442	11906	26760	16930
WUAT02018326.1	Potri.004G043200.2	27892	39734	28112	39952	27874	31254	35678	40268
WUAT02018330.1	Potri.004G034100.1	362	852	766	984	204	348	760	368
WUAT02018335.1	Potri.010G012800.1	16616	43630	20778	39974	17698	24562	28620	29502
WUAT02018336.1	Potri.001G250700.1	30	54	178	468	656	394	304	246
WUAT02018337.1	Potri.013G142760.3	876	1320	618	1330	558	568	1680	1372
WUAT02018339.1	Potri.016G022400.2	170	78	238	76	466	348	274	258
WUAT02018340.1	Potri.002G166800.1	9106	19400	7040	18468	9270	21972	16206	20918
WUAT02018343.1	Potri.013G143400.2	27028	42864	19468	57144	11864	20736	16368	13480
WUAT02018349.1	Potri.011G126151.1	932	794	560	778	196	636	778	528
WUAT02018356.1	Potri.017G138900.8	24524	48490	23106	48576	27196	60148	41424	66504
WUAT02018357.1	Potri.009G101200.4	2776	3752	3696	2386	1984	5314	1838	3978
WUAT02018361.1	Potri.005G067700.1	30098	28348	32192	31320	34090	37786	35088	37140
WUAT02018362.1	Potri.008G224210.1	1780	1206	3678	2020	4764	2454	3030	2976
WUAT02018364.1	Potri.013G139112.2	8728	5748	6148	8064	6350	6482	7694	6768
WUAT02018365.1	Potri.001G278500.1	6610	7714	7274	6730	3498	6030	11808	4310
WUAT02018366.1	Potri.001G230000.4	49710	84696	55310	68832	50690	73824	69844	71072
WUAT02018372.1	Potri.017G086200.1	1776	1580	2018	1620	1496	1956	2684	1462
WUAT02018388.1	Potri.013G136466.1	21848	25858	23524	33090	19682	32686	30172	27092
WUAT02018389.1	Potri.011G112800.1	8734	9938	7524	9728	9024	9708	10796	10512
WUAT02018392.1	Potri.001G004800.1	1094	188	1228	922	846	796	328	776
WUAT02018393.1	Potri.009G109900.3	6030	3576	3334	6078	3998	4900	4726	3226
WUAT02018396.1	Potri.018G141100.2	28776	23614	30278	26396	32480	31528	26786	38772
WUAT02018397.1	Potri.003G112700.1	62420	84244	124478	115304	115536	104950	105546	112044
WUAT02018401.1	Potri.004G101700.4	42186	38206	31660	43276	27254	50792	28168	31302
WUAT02018405.1	Potri.013G143400.2	6824	9338	7050	9384	7104	8018	10678	9892
WUAT02018406.1	Potri.002G203700.1	85422	174072	152944	148644	188276	171476	147648	172400
WUAT02018408.1	Potri.013G133550.2	26	14	10	20	74	22	218	26
WUAT02018410.1	Potri.013G143400.2	42440	25386	37762	34256	34342	49356	48868	38972
WUAT02018411.1	Potri.009G018800.2	11010	10768	20680	11298	13686	19692	26486	18016
WUAT02018415.1	Potri.008G118100.2	12388	12380	21704	18054	22532	20068	17192	22074
WUAT02018418.1	Potri.002G078000.6	2262	6828	3352	11278	3908	5030	4248	5388
WUAT02018419.1	Potri.015G026100.2	282	294	360	508	380	274	270	328
WUAT02018425.1	Potri.012G104900.1	214	864	310	314	282	364	670	752
WUAT02018427.1	Potri.003G115800.7	4192	4580	5010	4998	5484	5246	5266	5358
WUAT02018429.1	Potri.001G019400.1	14006	11834	13626	16912	13586	12652	13260	13874
WUAT02018433.1	Potri.004G154900.3	27254	21734	19140	23422	23970	26566	30078	24426
WUAT02018437.1	Potri.008G096000.9	20744	20810	13894	20092	12124	8494	15944	11512
WUAT02018438.1	Potri.017G142500.1	162	266	200	404	202	332	276	312
WUAT02018441.1	Potri.004G105700.1	15534	11350	23118	16322	17462	19544	17264	18568
WUAT02018442.1	Potri.004G207400.1	59836	54804	70736	70730	85982	70528	79218	72862
WUAT02018444.1	Potri.014G185948.1	204	510	96	424	164	240	236	104
WUAT02018448.1	Potri.009G013900.1	44584	27742	39072	31082	32534	33504	26468	39756
WUAT02018451.1	Potri.004G012100.1	15140	22176	2034	17578	11122	6360	8156	13318
WUAT02018455.1	Potri.008G225001.1	7222	8684	7280	11652	7424	9730	9822	9152
WUAT02018456.1	Potri.013G139080.1	538	1244	974	5044	1110	1502	890	782
WUAT02018459.1	Potri.004G199100.1	4372	6804	5186	7378	5982	6884	6700	6224
WUAT02018464.1	Potri.008G125100.1	40354	36444	54412	40362	48212	59644	49586	89744
WUAT02018465.1	Potri.006G262100.5	21184	45554	34168	71064	19014	26822	33308	28522
WUAT02018466.1	Potri.016G122901.1	288	744	286	334	320	200	212	472
WUAT02018469.1	Potri.016G001700.6	10986	10894	22338	16252	25004	25548	24098	24594
WUAT02018474.1	Potri.018G034700.1	8992	4290	5370	5118	8782	7626	6830	6104
WUAT02018476.1	Potri.012G031250.1	0	6	0	0	0	2	2	12
WUAT02018477.1	Potri.008G174500.5	7078	4552	15036	6340	20066	9526	11252	10448
WUAT02018478.1	Potri.007G099900.2	1928	1546	1228	4116	1230	2112	3324	1928
WUAT02018479.1	Potri.006G145700.7	9706	14754	20780	18332	21430	22838	21418	20154
WUAT02018484.1	Potri.014G095400.1	164	126	134	204	88	134	102	114
WUAT02018487.1	Potri.015G029100.1	7738	7418	10466	7398	11082	10660	8320	11540
WUAT02018491.1	Potri.011G118500.1	2362	2580	3144	2682	3864	3414	3368	4734
WUAT02018492.1	Potri.013G154700.1	758	454	304	400	454	694	836	350
WUAT02018493.1	Potri.015G071800.3	12964	11580	12480	14696	15980	16334	16522	17820
WUAT02018496.1	Potri.007G056200.1	1618	2208	2510	3246	2254	2584	2854	2086
WUAT02018497.1	Potri.006G123000.1	76	84	92	338	140	226	320	238
WUAT02018501.1	Potri.010G173600.3	8418	11180	9502	14986	9592	10852	13070	12176
WUAT02018505.1	Potri.001G051900.1	19228	19022	22044	24282	23154	25360	27000	30310
WUAT02018507.1	Potri.013G133550.2	24	202	218	556	244	4	92	218
WUAT02018514.1	Potri.017G101100.5	24892	55990	51562	55508	48032	57700	58066	60986
WUAT02018517.1	Potri.002G105100.1	328	364	682	160	342	792	1030	1004
WUAT02018519.1	Potri.013G088025.1	1716	1718	1718	2818	1950	1832	1624	1494
WUAT02018520.1	Potri.013G139112.2	4470	6360	3160	4804	3650	5524	6214	6152
WUAT02018523.1	Potri.001G148800.5	55460	58158	60062	69474	70668	76364	72594	93212
WUAT02018525.1	Potri.010G076500.1	41246	53904	37678	53744	37966	48746	47904	41250
WUAT02018526.1	Potri.009G044300.1	74	100	122	154	180	92	90	98
WUAT02018528.1	Potri.011G074868.1	2252	2676	2916	3100	2298	3664	3296	3418
WUAT02018532.1	Potri.001G312800.7	35298	37178	40712	45298	44978	37346	43140	50536
WUAT02018533.1	Potri.004G145800.1	30656	37768	39714	39808	45446	45790	30518	34232
WUAT02018537.1	Potri.010G088800.2	1156	702	2066	1784	1216	1810	988	1080
WUAT02018540.1	Potri.013G136466.1	152	780	1002	656	130	1384	1078	108
WUAT02018542.1	Potri.006G154400.1	10872	7478	14400	11040	15918	14080	10904	12542
WUAT02018546.1	Potri.006G021400.1	16288	10412	27714	15042	27666	26490	23088	23522
WUAT02018550.1	Potri.008G054700.4	9202	14886	10908	11244	11274	12258	12332	13220
WUAT02018555.1	Potri.003G060300.3	10476	8786	16676	12478	17214	22048	18946	16960
WUAT02018557.1	Potri.003G208400.2	0	4	6	4	0	2	0	0
WUAT02018559.1	Potri.015G069700.3	33458	39242	34426	50396	38140	38272	37308	42970
WUAT02018564.1	Potri.006G129600.1	12332	13772	14526	16536	16324	14692	16560	19082
WUAT02018565.1	Potri.004G178200.1	19704	14518	28282	28628	19748	25054	18288	18256
WUAT02018566.1	Potri.002G099500.1	185858	85268	170502	122466	140420	182816	117874	136940
WUAT02018568.1	Potri.001G270100.2	13722	11160	11972	14502	14452	16778	22184	18560
WUAT02018572.1	Potri.013G155400.1	10000	8130	12298	7750	12694	13020	11380	11854
WUAT02018577.1	Potri.015G072800.4	24834	40100	32712	49372	34336	39096	38192	45314
WUAT02018581.1	Potri.001G305600.1	57616	49484	69552	90904	78036	65204	62022	58908
WUAT02018589.1	Potri.004G083300.2	1826	2022	1646	2860	2462	2110	2228	2626
WUAT02018590.1	Potri.019G024200.4	1210	2074	1132	3216	1106	1668	1774	2242
WUAT02018591.1	Potri.011G073900.2	248	414	220	128	308	482	504	370
WUAT02018593.1	Potri.006G131900.1	12762	24276	20072	22834	16432	19042	18940	28400
WUAT02018595.1	Potri.018G081300.1	41638	31142	54370	46910	57702	54354	60734	47452
WUAT02018599.1	Potri.005G185400.1	32802	22980	35790	31082	40422	44760	37358	29760
WUAT02018603.1	Potri.001G200400.3	250	972	828	300	600	148	914	520
WUAT02018604.1	Potri.013G138300.3	496	866	226	394	794	616	278	792
WUAT02018614.1	Potri.013G139112.1	2846	2260	1734	2754	5960	5866	3754	1876
WUAT02018618.1	Potri.009G082300.1	13532	14002	12926	14518	15970	21240	20738	20384
WUAT02018623.1	Potri.015G026100.2	5238	4842	6488	8260	3320	5450	8886	7566
WUAT02018625.1	Potri.005G109900.3	57510	28478	50688	40952	46730	51474	40926	35992
WUAT02018626.1	Potri.006G055300.2	938	2302	2184	2298	1778	1980	2144	2710
WUAT02018631.1	Potri.013G136466.1	119762	215804	138662	247000	108692	130866	114468	97450
WUAT02018634.1	Potri.014G185804.1	4044	2516	3098	4936	5278	5152	6760	5720
WUAT02018635.1	Potri.017G099100.1	43378	33388	44474	59048	60296	50456	55224	66788
WUAT02018637.1	Potri.013G143400.2	14	4936	28962	172	92	162	31612	36826
WUAT02018640.1	Potri.009G006900.1	9558	6646	10792	8734	8048	10100	10462	8958
WUAT02018641.1	Potri.013G142124.1	10190	11050	9086	10208	11378	11554	10704	12096
WUAT02018648.1	Potri.008G211500.1	6830	8218	15944	15668	14236	22592	13194	15194
WUAT02018649.1	Potri.013G143400.2	12288	12802	17968	17014	19698	19952	21756	21604
WUAT02018652.1	Potri.014G069800.2	25030	26360	29774	28238	29062	37392	31838	37084
WUAT02018653.1	Potri.014G122600.1	878	940	1024	1164	990	1112	1646	1048
WUAT02018658.1	Potri.006G185100.1	37840	46596	42808	51064	44906	47132	37786	48186
WUAT02018662.1	Potri.004G174800.1	80	164	188	146	94	164	216	76
WUAT02018663.1	Potri.013G162200.1	36996	43820	18564	52862	26686	30538	29532	30694
WUAT02018665.1	Potri.005G251800.3	14070	11880	21780	18034	20274	15146	31038	30382
WUAT02018670.1	Potri.013G154900.3	4808	3696	2584	5524	3184	4572	4160	2730
WUAT02018671.1	Potri.011G113575.1	200	54	56	104	124	54	20	80
WUAT02018673.1	Potri.011G074201.1	100	214	238	158	72	202	214	124
WUAT02018674.1	Potri.010G052500.1	3556	3658	10826	2328	3074	7626	11112	10226
WUAT02018676.1	Potri.016G051600.1	10578	12338	15870	11710	18260	14272	21116	19628
WUAT02018677.1	Potri.001G040000.1	14	2	20	14	42	14	6	2
WUAT02018680.1	Potri.015G043200.4	20546	23014	20004	30274	20818	23162	25006	22414
WUAT02018682.1	Potri.017G029700.1	7616	3950	21504	10808	24318	12020	10430	15898
WUAT02018685.1	Potri.001G204350.1	132	356	100	94	270	54	330	286
WUAT02018687.1	Potri.010G001400.8	2184	2308	2544	3486	4468	2664	3930	4384
WUAT02018691.1	Potri.013G139112.2	19442	13178	12764	20404	9394	22030	9288	23592
WUAT02018694.1	Potri.015G024200.1	10134	11196	12606	11962	12018	14206	14354	14964
WUAT02018696.1	Potri.005G230800.9	4280	2942	2494	3064	6756	2140	4750	4338
WUAT02018698.1	Potri.007G105300.2	2592	2388	3136	2808	4044	3128	4214	4738
WUAT02018699.1	Potri.001G253900.1	1130	1822	1246	1746	1366	860	1674	1416
WUAT02018700.1	Potri.004G090500.1	3888	4022	4444	5216	4372	6234	5528	8554
WUAT02018703.1	Potri.002G231800.1	45926	46618	53156	65974	52894	63734	53994	56628
WUAT02018707.1	Potri.010G052500.1	172	444	70	284	144	74	102	94
WUAT02018712.1	Potri.007G090150.1	328	10686	4276	2102	2738	7428	5716	8764
WUAT02018714.1	Potri.013G133550.2	978	1952	2350	1436	1394	1480	1810	2332
WUAT02018715.1	Potri.013G143400.2	8604	6286	5338	10096	3394	3674	5730	7170
WUAT02018716.1	Potri.005G107066.1	2170	2612	2192	2380	1968	2916	2166	2344
WUAT02018722.1	Potri.010G052500.1	2890	4958	2270	4136	2736	4068	5192	4582
WUAT02018730.1	Potri.006G043166.1	5888	4534	5780	4862	4558	4762	5940	5592
WUAT02018734.1	Potri.007G010700.1	17160	25048	25368	30432	27986	24562	26522	32636
WUAT02018740.1	Potri.013G143400.2	5964	6534	3384	7884	6556	4786	6318	4686
WUAT02018741.1	Potri.012G031250.1	530	924	638	1516	466	68	498	166
WUAT02018746.1	Potri.013G143400.2	10	132	16	26	8	76	176	18
WUAT02018753.1	Potri.014G075200.2	3278	8084	4872	10076	4698	6642	8830	7918
WUAT02018756.1	Potri.002G129100.2	1478	1368	1282	2542	1408	1742	1780	1968
WUAT02018757.1	Potri.007G018500.3	460750	51326	690816	178152	705796	562318	258976	294058
WUAT02018758.1	Potri.010G069700.1	11184	9712	8942	8172	13364	10522	9390	6884
WUAT02018761.1	Potri.012G007400.2	12776	7570	17856	18924	21356	17840	17278	16702
WUAT02018764.1	Potri.010G052500.1	74	138	190	140	174	152	156	166
WUAT02018766.1	Potri.016G083100.8	6724	11538	8996	10384	9288	8616	7938	9150
WUAT02018767.1	Potri.014G000600.1	6408	8678	7584	10030	7602	7620	8182	9114
WUAT02018770.1	Potri.013G143400.2	9156	13290	11864	14384	11362	14006	13622	14380
WUAT02018771.1	Potri.012G110800.1	62	140	96	100	118	130	100	194
WUAT02018775.1	Potri.010G093200.3	15928	18220	19624	19778	19564	21748	20308	25490
WUAT02018776.1	Potri.007G032700.5	28528	13826	33152	25954	40192	31224	26186	35422
WUAT02018777.1	Potri.001G312800.9	0	0	2	4	2	2	12	4
WUAT02018781.1	Potri.005G071600.8	4272	5808	3566	7066	4416	3936	6292	3884
WUAT02018783.1	Potri.010G082000.2	5864	7958	8518	13230	10202	15194	10206	7766
WUAT02018784.1	Potri.006G064300.1	50672	44952	44064	54894	45018	51890	51696	52196
WUAT02018787.1	Potri.010G052500.1	148	384	382	162	140	256	268	498
WUAT02018790.1	Potri.013G142201.1	12222	19110	14718	21988	12294	24312	18018	15320
WUAT02018793.1	Potri.001G259204.1	7592	6634	7080	10248	8520	8890	10142	8312
WUAT02018794.1	Potri.010G052500.1	16924	28988	38812	42696	30724	38980	35134	34140
WUAT02018795.1	Potri.013G163300.2	2094	6370	3582	3972	2558	3382	4278	4010
WUAT02018797.1	Potri.013G139112.2	3536	1956	2478	3306	2952	2488	2728	2896
WUAT02018802.1	Potri.008G193200.2	15990	16298	14728	18742	17292	15842	19922	20110
WUAT02018806.1	Potri.013G138490.1	36106	39786	41400	44410	46380	49634	49676	53676
WUAT02018809.1	Potri.012G104500.1	24074	25022	21298	30018	18910	18826	23456	21278
WUAT02018811.1	Potri.013G142124.1	27554	35434	23098	47508	25942	30334	36828	32254
WUAT02018815.1	Potri.013G142232.6	172	268	120	260	204	196	298	234
WUAT02018816.1	Potri.T124144.1	7730	5824	7170	10554	7338	8470	7882	7950
WUAT02018819.1	Potri.007G015400.2	46	8	16	32	122	12	32	46
WUAT02018824.1	Potri.011G074067.1	31682	20178	29230	29804	24140	47900	57484	35064
WUAT02018825.1	Potri.012G043000.7	1170	1154	1674	1752	1804	2166	2512	2058
WUAT02018830.1	Potri.013G140260.3	154	330	178	226	116	136	146	212
WUAT02018833.1	Potri.002G117500.1	13068	18724	14394	21996	17412	16988	18984	22888
WUAT02018837.1	Potri.010G254700.15	104	120	288	60	142	336	174	260
WUAT02018843.1	Potri.015G048800.3	19932	11616	22734	20358	18170	21312	26536	17746
WUAT02018847.1	Potri.009G075900.1	35066	37424	37740	52218	46986	46322	43746	53566
WUAT02018851.1	Potri.014G185948.1	31780	54974	38932	60360	50862	45376	46908	48920
WUAT02018853.1	Potri.001G312800.9	818	1258	752	1068	760	1162	1216	544
WUAT02018856.1	Potri.001G160100.1	9224	10966	13488	17444	6426	8322	11742	10846
WUAT02018860.1	Potri.015G089800.1	1718	1748	2562	1572	1772	1932	1560	1698
WUAT02018861.1	Potri.016G114800.4	5498	3868	6094	6072	9982	3010	6000	4564
WUAT02018862.1	Potri.016G084400.1	11398	3694	5372	6546	10570	7452	6134	6126
WUAT02018864.1	Potri.001G264000.7	2266	2992	7086	4812	7120	6958	4822	5452
WUAT02018865.1	Potri.012G109200.1	68558	58094	64578	82260	75588	70064	83830	77608
WUAT02018869.1	Potri.004G097000.1	28786	33548	32058	36720	33914	35372	40550	35474
WUAT02018870.1	Potri.006G105700.1	3418	4284	3678	5784	3082	3646	4768	4870
WUAT02018874.1	Potri.003G084100.2	30220	19444	21264	27358	35126	21522	35116	29088
WUAT02018875.1	Potri.001G039900.2	566	284	362	492	628	548	456	660
WUAT02018878.1	Potri.005G190000.1	28324	31700	26150	33618	31844	35434	34396	35960
WUAT02018882.1	Potri.006G074400.7	70	60	64	34	26	74	28	94
WUAT02018883.1	Potri.002G087000.1	7530	12372	12998	20546	10032	16136	10204	12748
WUAT02018884.1	Potri.013G139112.2	60	4	62	94	82	60	56	70
WUAT02018887.1	Potri.009G102201.1	5108	5862	5100	8568	5290	5620	5662	6444
WUAT02018889.1	Potri.001G312800.9	474	58	194	162	94	322	290	252
WUAT02018892.1	Potri.003G219550.1	3952	2214	2826	4020	2266	2056	3328	2148
WUAT02018893.1	Potri.006G223500.2	9244	12144	7616	13822	9264	11536	10380	7584
WUAT02018896.1	Potri.019G019100.2	7570	6968	7324	10180	8542	8670	9004	10682
WUAT02018897.1	Potri.001G052300.1	122070	98898	328986	175990	363144	187140	168242	329688
