Gene_ID	subject_id	C_T1_Rep1	C_T1_Rep2	C_T1_Rep3	C_T1_Rep4	C_T2_Rep1	C_T2_Rep2	C_T2_Rep3	C_T2_Rep4
WUAT02018851.1	Potri.014G185948.1	36392	42780	44872	42890	49110	39364	54624	78846
WUAT02018853.1	Potri.001G312800.9	666	898	988	618	994	888	994	1262
WUAT02018856.1	Potri.001G160100.1	7086	9184	7720	9406	6452	6078	6188	7724
WUAT02018860.1	Potri.015G089800.1	1178	1452	1616	1476	1954	1184	1590	1350
WUAT02018861.1	Potri.016G114800.4	5112	4848	3024	5574	6182	4444	3526	6012
WUAT02018862.1	Potri.016G084400.1	7662	5602	5854	6936	8936	9362	5396	7658
WUAT02018864.1	Potri.001G264000.7	944	5918	2140	7130	2108	2008	1816	1258
WUAT02018865.1	Potri.012G109200.1	52488	63730	51100	70384	67710	69672	63366	63302
WUAT02018869.1	Potri.004G097000.1	26128	32208	27064	36336	33406	30756	28342	24200
WUAT02018870.1	Potri.006G105700.1	2734	3342	3650	4120	3700	3516	3628	3368
WUAT02018874.1	Potri.003G084100.2	21914	22640	17210	29318	22994	20556	20428	25674
WUAT02018875.1	Potri.001G039900.2	578	366	922	1756	2442	2200	2512	3296
WUAT02018878.1	Potri.005G190000.1	27030	32588	24494	32102	31908	28642	28636	28610
WUAT02018882.1	Potri.006G074400.7	10	78	80	26	78	18	48	68
WUAT02018883.1	Potri.002G087000.1	3384	16682	13246	11962	10404	8574	10508	22918
WUAT02018884.1	Potri.013G139112.2	36	20	52	90	36	76	48	64
WUAT02018887.1	Potri.009G102201.1	2784	5926	4736	7754	5260	4710	8942	6676
WUAT02018889.1	Potri.001G312800.9	1214	92	48	598	802	2076	782	3062
WUAT02018892.1	Potri.003G219550.1	8248	5772	4418	6702	29052	29448	22068	22734
WUAT02018893.1	Potri.006G223500.2	6756	10386	15158	12286	8072	8508	7684	5910
WUAT02018896.1	Potri.019G019100.2	6476	8728	5510	8942	7078	6716	6644	6708
WUAT02018897.1	Potri.001G052300.1	45938	265246	123792	228604	41966	28466	22318	16592
WUAT02018903.1	Potri.004G195300.2	9870	20022	15526	20856	16966	18340	15796	16710
WUAT02018910.1	Potri.007G062622.1	2240	2702	2934	2838	4428	4574	5026	4802
WUAT02018914.1	Potri.012G031250.1	1626	2082	1304	2178	1458	1122	1372	1676
WUAT02018915.1	Potri.010G173400.2	22298	21420	20512	27918	43580	46260	37846	42690
WUAT02018916.1	Potri.015G002800.1	38782	7910	10434	17678	33538	59910	35436	85268
WUAT02018919.1	Potri.006G123900.1	30252	87072	64444	72796	31742	23044	21020	11016
WUAT02018920.1	Potri.006G142400.2	9580	10366	8196	14300	14780	10964	12216	10246
WUAT02018921.1	Potri.006G086200.1	2498	3008	2682	3400	3366	2574	2672	3872
WUAT02018924.1	Potri.004G189600.1	19528	34776	22894	52296	25578	16588	30778	280796
WUAT02018928.1	Potri.012G094300.6	24810	33966	27838	33640	25530	21396	30670	31194
WUAT02018934.1	Potri.001G312800.9	28	48	80	66	84	60	48	90
WUAT02018937.1	Potri.006G163301.1	37596	35104	29812	34322	41382	33122	35670	31440
WUAT02018940.1	Potri.014G068200.4	46	142	40	288	148	144	16	122
WUAT02018942.1	Potri.009G150500.1	5258	5898	5520	6314	6018	5778	6454	9670
WUAT02018944.1	Potri.010G097800.1	2998	2812	2180	2614	3320	3238	3248	3270
WUAT02018946.1	Potri.013G163100.1	35534	43424	40152	42710	44976	46840	53856	65546
WUAT02018947.1	Potri.017G016200.4	9472	16866	13106	15736	16428	10944	16754	18746
WUAT02018950.1	Potri.013G143400.2	1028	154	848	1926	1378	1202	1102	1300
WUAT02018952.1	Potri.016G127900.1	776	1566	1068	1800	1818	706	1806	3298
WUAT02018954.1	Potri.013G140850.1	66	154	222	176	136	220	298	314
WUAT02018955.1	Potri.004G061800.1	25570	17580	16008	16886	20190	11902	21952	26020
WUAT02018956.1	Potri.011G075051.1	6358	5212	4952	7312	10576	12800	9102	11576
WUAT02018959.1	Potri.003G189100.1	9470	71840	39654	67930	9856	7022	5560	5286
WUAT02018964.1	Potri.010G133900.1	18614	33118	14318	14716	23190	24772	12924	12986
WUAT02018968.1	Potri.007G031700.1	79162	73162	82438	95746	59980	10902	23718	15516
WUAT02018976.1	Potri.014G153400.5	22748	34898	24398	35294	41008	33310	34464	27826
WUAT02018978.1	Potri.014G185948.1	5982	7750	6374	6424	7480	6544	8734	10114
WUAT02018979.1	Potri.003G185050.2	18230	22004	16412	22926	28208	28612	30898	49956
WUAT02018984.1	Potri.004G050900.8	18418	17218	13054	14614	20746	22062	15634	24268
WUAT02018985.1	Potri.005G107600.5	206	3340	126	54	22	102	20	106
WUAT02018986.1	Potri.007G049000.7	804	672	642	664	450	684	1124	1500
WUAT02018989.1	Potri.005G041101.3	20	26	14	46	30	74	72	20
WUAT02018991.1	Potri.006G148600.2	14248	31344	22236	36978	17086	24208	52176	95946
WUAT02018995.1	Potri.002G031000.3	16418	21866	15368	17944	14962	12864	14176	15348
WUAT02019004.1	Potri.013G143400.2	10256	12958	9642	18152	13380	9108	11112	12048
WUAT02019005.1	Potri.009G099032.1	4048	4934	4340	6804	7922	5356	7072	7202
WUAT02019008.1	Potri.007G033100.1	5020	10014	9480	8166	10540	9552	8074	6128
WUAT02019009.1	Potri.001G342933.1	11020	7072	5822	6420	9960	5096	11204	9532
WUAT02019010.1	Potri.006G163301.1	558	1336	270	2016	784	790	1250	548
WUAT02019013.1	Potri.013G143400.2	14	86	162	48	24	28	20	12
WUAT02019017.1	Potri.002G100800.1	7376	8924	6114	8966	6986	6006	6372	6760
WUAT02019018.1	Potri.013G141700.4	1378	702	1114	580	626	1004	1360	792
WUAT02019020.1	Potri.013G140850.2	4	0	2	4	2	2	0	2
WUAT02019024.1	Potri.006G115000.2	4928	6166	5444	8452	8610	5554	5030	6158
WUAT02019025.1	Potri.007G004200.1	2264	1358	1052	3568	8762	6578	5748	9242
WUAT02019027.1	Potri.013G142232.6	23172	20656	20108	26084	22412	22252	27112	24874
WUAT02019032.1	Potri.006G213200.2	952	1736	1334	2084	1254	1340	1018	1580
WUAT02019036.1	Potri.012G068300.1	48226	66204	46126	69542	43762	50984	50008	48896
WUAT02019037.1	Potri.006G016300.4	11080	12260	10048	13538	13930	13442	13408	21724
WUAT02019038.1	Potri.010G169700.2	968	1788	892	1404	1180	1058	1332	3382
WUAT02019040.1	Potri.013G162600.1	72042	70348	60552	73104	90144	85374	51836	52650
WUAT02019047.1	Potri.010G168700.1	2	10	4	24	0	14	2	2
WUAT02019049.1	Potri.010G225300.3	9548	7872	8638	11984	18870	17010	19694	29486
WUAT02019054.1	Potri.013G142336.1	3868	3702	3648	3248	4124	2954	3898	3562
WUAT02019055.1	Potri.011G027700.2	5750	1866	2030	2464	3810	4178	3816	5306
WUAT02019058.1	Potri.013G104400.3	29236	33078	8864	27594	16826	9166	9256	10590
WUAT02019059.1	Potri.013G133550.1	11280	7736	7450	8614	9452	8628	10866	8698
WUAT02019068.1	Potri.008G091200.8	8748	16062	13148	13094	13560	11626	10152	11242
WUAT02019069.1	Potri.001G166100.4	4	1190	86	744	8	18	330	1164
WUAT02019070.1	Potri.008G083200.6	2584	2034	1684	2218	3250	1578	1688	1678
WUAT02019071.1	Potri.001G264400.8	10972	11458	11690	14086	15526	16686	14270	14284
WUAT02019072.1	Potri.013G024100.6	6412	10686	9122	11022	12150	8672	9546	8900
WUAT02019073.1	Potri.014G135400.2	1152	1364	1048	1276	1516	1010	1530	2296
WUAT02019074.1	Potri.005G091600.3	4060	5320	4868	4712	4488	4056	4422	5556
WUAT02019076.1	Potri.009G147900.1	2466	2258	3444	8308	1860	3428	3992	5800
WUAT02019077.1	Potri.007G061861.1	64186	84978	67168	84502	69630	71024	63338	67740
WUAT02019078.1	Potri.014G029100.1	19240	24138	22542	24514	21726	16904	21028	28168
WUAT02019081.1	Potri.013G139670.1	7114	4378	6096	5774	12358	12350	11400	12704
WUAT02019088.1	Potri.017G140601.1	4372	3732	2796	4102	4952	4176	4262	4440
WUAT02019099.1	Potri.001G438900.1	7548	11292	9506	9916	9220	9038	8178	8032
WUAT02019104.1	Potri.016G112100.1	14170	17412	15352	22838	30652	26806	21954	27356
WUAT02019107.1	Potri.002G130200.1	112	232	190	204	318	184	188	216
WUAT02019111.1	Potri.011G073900.2	0	4	16	140	0	6	0	4
WUAT02019112.1	Potri.001G060300.9	8844	7312	7492	8738	12072	13072	8260	11900
WUAT02019113.1	Potri.004G138700.1	19376	21014	21714	29344	30306	37332	33822	39026
WUAT02019114.1	Potri.017G109000.8	8126	6362	5132	9472	7346	5896	5240	5360
WUAT02019117.1	Potri.018G097700.1	33814	34480	31808	38082	44858	48338	58564	98432
WUAT02019121.1	Potri.013G022300.1	6042	7550	7950	7450	6844	9558	9460	9712
WUAT02019124.1	Potri.002G242000.1	42364	35360	16290	25786	33826	21618	46982	15610
WUAT02019126.1	Potri.004G235400.1	8096	8508	6312	9856	12368	10210	35534	11594
WUAT02019127.1	Potri.012G111200.4	63768	80276	69762	90906	82170	72760	68834	74384
WUAT02019129.1	Potri.001G445700.1	724	1044	586	1904	7194	5840	7018	11432
WUAT02019130.1	Potri.017G122600.3	20808	29300	21060	29994	27648	25084	23362	24372
WUAT02019131.1	Potri.011G073900.2	15768	10876	13562	11446	7124	6776	7742	11230
WUAT02019133.1	Potri.008G135800.3	1446	2764	1334	1820	1364	1570	464	30
WUAT02019135.1	Potri.006G197200.3	43710	46394	44546	54692	57278	57946	57520	82308
WUAT02019140.1	Potri.002G072500.2	2378	3180	2430	2588	1514	1150	2152	1146
WUAT02019146.1	Potri.010G071500.4	9194	7870	7434	10024	18436	30726	19540	25206
WUAT02019149.1	Potri.013G162800.1	14326	16248	15030	21160	23098	22200	18192	23894
WUAT02019150.1	Potri.013G052300.1	3440	9538	6228	11080	5348	4902	4506	1322
WUAT02019151.1	Potri.004G175100.3	6	10	14	14	14	16	4	4
WUAT02019153.1	Potri.015G049900.6	150	382	224	302	188	244	160	286
WUAT02019155.1	Potri.013G067500.1	100	66	20	36	32	28	112	98
WUAT02019157.1	Potri.011G074501.1	18	64	42	18	116	2	16	38
WUAT02019163.1	Potri.016G098400.4	12242	16436	11306	15374	15266	12866	12526	12584
WUAT02019172.1	Potri.013G143400.2	127252	152228	150644	149102	87790	63562	60802	36162
WUAT02019174.1	Potri.013G143400.2	12	0	6	12	4	6	6	12
WUAT02019175.1	Potri.007G018100.1	974	1068	1184	1990	654	550	1198	1274
WUAT02019177.1	Potri.002G032500.12	1518	786	950	1206	1712	1006	1136	1650
WUAT02019179.1	Potri.017G145900.1	4	20	0	10	6	4	6	12
WUAT02019180.1	Potri.013G140850.2	35694	26744	42726	34582	147162	108412	51180	58368
WUAT02019184.1	Potri.005G258700.8	880	1180	852	1570	726	1084	930	602
WUAT02019186.1	Potri.004G078866.2	92	108	110	24	54	160	78	20
WUAT02019188.1	Potri.013G143400.2	176	132	246	142	108	106	128	168
WUAT02019189.1	Potri.008G158600.2	3912	5572	4150	4688	6048	3874	5550	4746
WUAT02019193.1	Potri.004G125150.1	560	88	92	366	588	638	592	456
WUAT02019194.1	Potri.010G043800.1	19810	25034	21024	27374	24120	20930	35046	29184
WUAT02019198.1	Potri.014G185948.1	25304	49212	34770	48588	28674	17140	20780	21162
WUAT02019204.1	Potri.018G032900.1	210	120	126	322	130	76	58	84
WUAT02019206.1	Potri.002G062600.14	4768	5994	5554	4230	10118	12692	2672	4350
WUAT02019207.1	Potri.013G142232.6	18216	18292	29486	20636	23568	23174	25994	30676
WUAT02019208.1	Potri.012G097300.1	16	28	54	60	8	32	32	64
WUAT02019211.1	Potri.013G142760.3	16678	20880	17972	21536	9230	3670	5948	3346
WUAT02019216.1	Potri.013G143400.2	978	384	386	1324	2080	1610	1136	1658
WUAT02019217.1	Potri.008G021700.1	4034	4896	5858	7204	6178	6386	6394	14138
WUAT02019218.1	Potri.010G159100.1	10496	12260	9736	11756	10976	11886	10412	8368
WUAT02019220.1	Potri.004G197400.1	46336	64730	40390	42156	78046	69720	71896	115738
WUAT02019223.1	Potri.012G031250.1	14	14	178	40	0	10	94	22
WUAT02019225.1	Potri.006G095300.1	61200	80508	44982	78406	43270	34874	35470	39168
WUAT02019226.1	Potri.012G075932.2	6032	20244	8216	15808	8554	2934	1876	1102
WUAT02019229.1	Potri.008G031200.4	25044	7948	5076	14624	6558	4364	5304	5816
WUAT02019238.1	Potri.006G170400.2	136	648	240	680	212	564	920	2348
WUAT02019239.1	Potri.001G321800.2	8590	11800	8078	19144	13418	16152	13084	16438
WUAT02019243.1	Potri.010G120800.1	3516	3678	1360	4152	3276	1664	2878	1606
WUAT02019246.1	Potri.005G238600.1	962	2160	1608	2656	2054	1556	2128	4402
WUAT02019251.1	Potri.013G162600.1	218	104	186	82	72	90	166	222
WUAT02019252.1	Potri.013G141912.1	25754	32752	35882	31124	29914	34020	31044	28876
WUAT02019256.1	Potri.013G133550.2	1520	2690	1496	2530	1196	514	486	352
WUAT02019261.1	Potri.001G031400.7	19590	22536	19114	22524	22050	18110	21144	22978
WUAT02019262.1	Potri.004G095900.1	1064	1212	1552	1838	1046	580	1268	1396
WUAT02019266.1	Potri.004G129800.1	12664	18312	13162	15188	12866	12892	14446	14334
WUAT02019267.1	Potri.008G070300.9	302	80	132	154	124	50	146	84
WUAT02019269.1	Potri.011G074150.1	46	144	18	64	90	46	30	100
WUAT02019270.1	Potri.002G186900.2	14424	23178	15862	26846	14450	11446	11206	13498
WUAT02019271.1	Potri.018G082300.2	0	6	0	10	6	6	2	0
WUAT02019274.1	Potri.009G119500.3	6402	13036	5580	10346	10440	8186	7666	9282
WUAT02019278.1	Potri.002G185400.1	31534	34854	15514	29248	16094	16024	20646	29680
WUAT02019280.1	Potri.007G128300.5	176	278	64	56	152	152	76	88
WUAT02019282.1	Potri.011G075051.1	8	8	0	6	0	0	10	6
WUAT02019283.1	Potri.004G082800.1	53670	72764	62514	59146	53394	49538	49856	52084
WUAT02019294.1	Potri.002G018000.1	17306	64298	28632	73580	19914	11244	6456	3442
WUAT02019298.1	Potri.013G142760.3	2458	2248	2332	5100	3998	1796	2124	1792
WUAT02019301.1	Potri.012G056700.5	72	94	64	54	122	112	116	112
WUAT02019302.1	Potri.010G239300.2	13618	16048	13590	22788	13242	18490	13038	12308
WUAT02019303.1	Potri.001G198700.1	3144	3108	3006	3622	4616	4472	3584	6682
WUAT02019306.1	Potri.005G059700.10	8982	11736	9866	9338	10338	9744	8540	9756
WUAT02019310.1	Potri.013G046400.6	9720	8298	5038	9194	12774	16112	20598	49518
WUAT02019311.1	Potri.010G052500.1	1498	1254	850	1584	3020	3596	1572	2340
WUAT02019315.1	Potri.015G099200.1	8726	4946	3310	5552	10124	8002	27358	9962
WUAT02019318.1	Potri.005G021000.6	50458	60426	77144	51730	65560	81624	86624	110720
WUAT02019319.1	Potri.013G133550.2	54084	67328	50230	68930	75828	63640	52468	50510
WUAT02019320.1	Potri.001G312800.7	6518	4538	6532	8538	7414	7640	8102	10098
WUAT02019325.1	Potri.013G142232.6	25446	46680	27016	39566	28618	25510	22602	22028
WUAT02019327.1	Potri.009G153600.3	654	1222	1870	980	2570	2244	3404	5180
WUAT02019328.1	Potri.001G297600.4	392	1226	990	1052	740	780	602	1066
WUAT02019329.1	Potri.007G104000.4	1804	3364	2652	3724	2486	1296	1898	2174
WUAT02019334.1	Potri.013G163300.2	1178	1332	742	1828	1242	1136	1346	3094
WUAT02019337.1	Potri.004G125150.1	8858	15552	15032	11622	12448	12056	10812	6776
WUAT02019338.1	Potri.007G130100.2	9742	12260	13750	13856	11866	13862	17566	17026
WUAT02019342.1	Potri.013G024000.1	19238	7328	8280	14706	17216	15876	14884	21200
WUAT02019351.1	Potri.006G216000.1	18910	30908	23662	24148	28042	30624	27582	28442
WUAT02019356.1	Potri.011G073900.2	10110	12192	20522	11268	12408	12518	14006	16834
WUAT02019360.1	Potri.019G083700.4	8866	8826	7592	10964	10990	8422	10242	11888
WUAT02019363.1	Potri.009G069700.1	16760	27828	19698	25970	18364	15566	16282	15294
WUAT02019364.1	Potri.013G133550.2	98	48	50	94	54	186	150	42
WUAT02019365.1	Potri.011G073091.4	2060	2140	660	1452	3392	922	1746	1012
WUAT02019366.1	Potri.011G074150.1	2058	4150	1974	4178	3196	2806	2112	2640
WUAT02019367.1	Potri.009G096600.1	69908	99558	86782	97320	86390	69032	66052	52248
WUAT02019369.1	Potri.002G259300.9	8394	8918	7286	7696	8378	7502	8526	9336
WUAT02019371.1	Potri.010G052500.1	1452	2106	1330	2360	1638	1438	730	676
WUAT02019373.1	Potri.013G000400.3	40140	49810	38604	47998	63084	64896	51614	45640
WUAT02019374.1	Potri.008G070300.9	1716	3884	2682	3728	3008	1294	4078	4816
WUAT02019378.1	Potri.011G075051.1	6990	7630	8434	11702	6174	7022	4968	4896
WUAT02019382.1	Potri.013G143400.2	35756	20272	33796	45910	34558	37650	27696	38270
WUAT02019383.1	Potri.013G007800.5	62778	71662	60246	73522	44112	17666	23382	21650
WUAT02019386.1	Potri.010G119600.1	5682	6294	5980	6488	7948	7990	9328	8628
WUAT02019387.1	Potri.001G008800.3	6128	14218	5928	10188	2706	3586	4352	7864
WUAT02019389.1	Potri.014G135590.1	2966	1042	1586	2564	3096	2194	3932	4834
WUAT02019391.1	Potri.013G162600.1	16260	31020	19416	28150	21914	16586	13756	12182
WUAT02019393.1	Potri.013G143400.2	22	22	20	18	14	0	18	66
WUAT02019396.1	Potri.001G256100.2	15332	13024	10738	14310	18028	14872	16756	15624
WUAT02019397.1	Potri.003G159700.3	13408	82528	36244	57544	11768	8988	10240	5558
WUAT02019402.1	Potri.010G203400.2	14942	7586	7854	11456	21392	14006	15098	19126
WUAT02019403.1	Potri.006G252300.1	2664	2130	1494	1418	2396	1556	2902	4766
WUAT02019404.1	Potri.005G084400.1	5760	8762	5610	8782	8286	12884	11182	17834
WUAT02019405.1	Potri.001G312800.7	4098	10952	7870	7318	7930	6348	8086	11022
WUAT02019406.1	Potri.010G171700.1	6992	2548	8556	4946	10690	9176	16080	15790
WUAT02019409.1	Potri.015G074100.6	126262	168304	172086	177696	190908	202578	296838	231714
WUAT02019410.1	Potri.005G084400.1	732	1090	1894	2066	2116	1512	1710	1474
WUAT02019414.1	Potri.008G211200.1	34392	47550	37016	40040	56686	45680	44602	75596
WUAT02019415.1	Potri.016G142600.2	26480	24038	22590	25476	26106	28526	29192	42860
WUAT02019420.1	Potri.010G082000.2	11652	12312	10142	8496	18604	15748	17630	18000
WUAT02019423.1	Potri.006G137100.1	70	430	324	1048	1300	1154	428	1434
WUAT02019427.1	Potri.011G027800.1	2412	1542	1444	5240	9574	4258	5052	5874
WUAT02019429.1	Potri.005G210600.1	16672	17480	15438	16818	17864	17242	25316	22460
WUAT02019432.1	Potri.006G085600.1	13862	17048	14080	17670	17272	14032	16164	17346
WUAT02019433.1	Potri.005G100500.1	33110	38424	30668	41666	46388	44620	42544	40346
WUAT02019435.1	Potri.003G214200.12	13380	35274	21192	33290	26664	12988	15804	15736
WUAT02019440.1	Potri.008G105600.1	12	18	14	12	4	0	8	8
WUAT02019441.1	Potri.013G136466.1	100240	110672	83078	117796	86484	58834	57218	46474
WUAT02019445.1	Potri.005G011300.1	270	78	182	390	1098	892	472	692
WUAT02019446.1	Potri.001G312800.9	424	340	306	122	84	380	386	136
WUAT02019455.1	Potri.003G053800.2	28530	34988	25540	42070	33788	29924	29046	34396
WUAT02019458.1	Potri.003G067501.1	24	12	4	28	46	44	10	80
WUAT02019465.1	Potri.013G140850.2	2502	3976	2584	3416	2722	3630	2600	3590
WUAT02019468.1	Potri.014G141100.3	24260	24240	20458	28918	20052	26292	18422	18592
WUAT02019469.1	Potri.013G139112.2	18	34	62	82	38	8	34	28
WUAT02019473.1	Potri.006G187300.1	16228	16888	14396	22924	17984	18268	17842	17520
WUAT02019474.1	Potri.002G049600.3	30408	45240	31852	32944	38704	32530	38868	36702
WUAT02019477.1	Potri.017G003550.1	12606	9736	6942	14214	21388	31228	20632	13254
WUAT02019479.1	Potri.008G037401.1	20462	22174	16084	26072	21440	14528	16580	17404
WUAT02019488.1	Potri.001G033900.4	3298	2822	1726	4536	3070	2690	3138	2922
WUAT02019492.1	Potri.007G106400.2	1450	1764	1034	2032	2210	2428	2256	2718
WUAT02019493.1	Potri.013G143400.2	166	4	368	0	28	58	144	92
WUAT02019499.1	Potri.003G097700.5	16946	22284	9972	10546	4584	11800	19940	11612
WUAT02019500.1	Potri.010G052500.1	340	530	598	640	1386	924	1064	1288
WUAT02019504.1	Potri.011G106700.2	24498	27640	24624	31332	33090	25604	30434	34358
WUAT02019505.1	Potri.001G193700.1	11030	12826	8000	16128	10370	11028	10394	9148
WUAT02019509.1	Potri.012G031250.1	7114	9276	7908	8588	9616	7916	10342	9328
WUAT02019513.1	Potri.007G146401.4	15770	18294	13724	24426	17336	13846	12978	12838
WUAT02019517.1	Potri.014G101300.2	25310	28420	34576	36406	52704	59914	70972	132734
WUAT02019519.1	Potri.003G201200.4	7940	13670	9288	12992	11498	8708	8680	8380
WUAT02019521.1	Potri.013G047400.1	4	2	4	6	0	2	8	4
WUAT02019522.1	Potri.007G001900.2	12588	12390	13524	16530	24972	16278	14278	14240
WUAT02019527.1	Potri.010G255300.1	2464	2892	3810	4202	2390	2202	3562	4606
WUAT02019531.1	Potri.018G036600.8	460	1922	1400	1584	836	804	922	1030
WUAT02019532.1	Potri.003G067900.4	11302	12504	11234	13880	10830	8598	9060	10608
WUAT02019535.1	Potri.007G128200.1	2632	6110	3902	3626	3724	2960	4510	4174
WUAT02019537.1	Potri.011G158600.1	22	46	4	26	24	18	16	30
WUAT02019539.1	Potri.011G039400.2	7820	9118	8746	9130	12730	10952	10018	12612
WUAT02019540.1	Potri.006G039500.1	6764	15302	12788	14098	10606	6134	8068	7758
WUAT02019545.1	Potri.012G077900.1	7314	7260	6246	9094	6412	6364	4608	4400
WUAT02019547.1	Potri.001G370366.2	2168	4732	7832	3394	16604	15592	6166	6716
WUAT02019556.1	Potri.005G112100.2	1616	3876	1624	5268	1628	1914	1200	1084
WUAT02019562.1	Potri.013G163300.2	236	876	748	862	628	500	712	816
WUAT02019564.1	Potri.010G084100.1	3172	3300	3622	4170	4684	3254	3556	4184
WUAT02019566.1	Potri.011G065700.1	13128	22576	17188	21686	18240	12692	13996	15996
WUAT02019567.1	Potri.009G115500.2	25160	38976	27388	43776	21910	19460	19392	20404
WUAT02019576.1	Potri.001G312800.7	396	484	564	456	664	530	660	1348
WUAT02019580.1	Potri.001G289500.1	77656	94782	77174	108966	38072	14160	18696	11150
WUAT02019581.1	Potri.008G100100.2	1442	2704	1560	2214	2076	1730	1678	1724
WUAT02019585.1	Potri.003G090800.1	30048	33960	27310	36038	30924	27874	22872	27410
WUAT02019587.1	Potri.007G062061.1	1272	750	334	2160	1672	778	586	1190
WUAT02019589.1	Potri.011G079500.1	12750	18770	15286	12288	10590	13114	31632	15482
WUAT02019594.1	Potri.010G029900.1	36810	52400	40834	60820	50474	37440	35240	38666
WUAT02019597.1	Potri.014G105601.1	3958	6754	5604	6654	8034	3364	8430	8592
WUAT02019598.1	Potri.007G085000.1	179100	261982	113202	320916	101936	103562	84578	79164
WUAT02019599.1	Potri.013G140850.2	11282	14658	10352	11280	8576	8148	9056	8440
WUAT02019603.1	Potri.010G071500.4	1648	2600	1644	2004	2586	1986	2228	2628
WUAT02019607.1	Potri.001G101700.6	6164	7282	6238	7688	9304	7332	8042	10198
WUAT02019608.1	Potri.002G251700.1	4714	13586	8796	12034	7774	5508	5350	4436
WUAT02019612.1	Potri.003G101800.2	90156	250022	149674	212280	90834	61100	66510	54692
WUAT02019619.1	Potri.001G412900.1	34	156	72	136	136	86	86	214
WUAT02019625.1	Potri.007G062582.1	25480	37516	31978	42268	31840	27582	25940	27200
WUAT02019626.1	Potri.013G143400.2	33780	41196	39524	44304	43990	45436	48236	59322
WUAT02019631.1	Potri.005G257000.1	10832	12898	13996	12704	14358	13880	12058	16168
WUAT02019635.1	Potri.005G069500.1	11158	9466	8158	9714	16240	15770	14202	13044
